NAME	TITLE	SCORE	
VNN1	VNN1	0.10283666	
CHST1	CHST1	0.102769665	
PCSK1N	PCSK1N	0.102736674	
MERTK	MERTK	0.10251715	
LETMD1	LETMD1	0.10250982	
ZNF189	ZNF189	0.102273576	
ANKRD39	ANKRD39	0.102226816	
PARPBP	PARPBP	0.1021357	
CXXC4	CXXC4	0.1021229	
PFN4	PFN4	0.10209366	
HOXA9	HOXA9	0.1020551	
LOC389906	LOC389906	0.101978645	
FAM86C1	FAM86C1	0.10191228	
SCARA5	SCARA5	0.10187185	
RGS1	RGS1	0.10175773	
TTC26	TTC26	0.10167595	
ADA	ADA	0.10162747	
ELOVL3	ELOVL3	0.101591624	
RGS2	RGS2	0.10154723	
TMEM207	TMEM207	0.10152433	
PPP1R3C	PPP1R3C	0.1014807	
HIPK3	HIPK3	0.101312585	
PLPP7	PLPP7	0.10128531	
TMSB4X	TMSB4X	0.101244345	
RPGR	RPGR	0.101139314	
HP	HP	0.10113274	
ZNF287	ZNF287	0.10103524	
RHD	RHD	0.10101945	
RAET1G	RAET1G	0.10095509	
LOC81691	LOC81691	0.10084342	
APOO	APOO	0.10082186	
NAV3	NAV3	0.10081585	
PRR15	PRR15	0.10081446	
PCDHB4	PCDHB4	0.10075972	
TLE6	TLE6	0.10051925	
ITGA2B	ITGA2B	0.1004607	
CFL2	CFL2	0.10042508	
POMC	POMC	0.10039403	
FAM118B	FAM118B	0.1003422	
PPM1H	PPM1H	0.10021708	
STAC2	STAC2	0.10011849	
5-Sep	5-Sep	0.10002388	
DEPTOR	DEPTOR	0.09977372	
FLJ35934	FLJ35934	0.09971055	
RGL3	RGL3	0.09966671	
PXDN	PXDN	0.09964309	
TSC22D3	TSC22D3	0.09962698	
CTF1	CTF1	0.09952888	
COL4A3BP	COL4A3BP	0.09935858	
LHX4	LHX4	0.09923878	
SLC9A3R2	SLC9A3R2	0.09910772	
HOXD10	HOXD10	0.09901711	
KLHDC9	KLHDC9	0.098988056	
APITD1-CORT	APITD1-CORT	0.098953344	
CXCL14	CXCL14	0.098935895	
CC2D1B	CC2D1B	0.09892402	
IGFBP2	IGFBP2	0.09890166	
CA5B	CA5B	0.09869786	
FBXL2	FBXL2	0.09868012	
TMEM110	TMEM110	0.09864308	
GAL	GAL	0.098615944	
HACD1	HACD1	0.09859712	
METTL7A	METTL7A	0.0985751	
PNMA2	PNMA2	0.09852112	
SIGLEC16	SIGLEC16	0.098460495	
CCDC178	CCDC178	0.09838064	
LRFN4	LRFN4	0.098327324	
HDAC11	HDAC11	0.09805299	
HDC	HDC	0.09805089	
RAVER2	RAVER2	0.097576216	
APOD	APOD	0.097306445	
CHST13	CHST13	0.097251214	
SPATA20	SPATA20	0.09698265	
HIST1H4J	HIST1H4J	0.096716285	
DYNC1I1	DYNC1I1	0.09651638	
ZCCHC6	ZCCHC6	0.09640284	
SETD7	SETD7	0.096189946	
MYO16	MYO16	0.096150205	
KLHL26	KLHL26	0.09611198	
RNFT2	RNFT2	0.096056916	
IVD	IVD	0.095979705	
CSGALNACT2	CSGALNACT2	0.09578859	
PRR14L	PRR14L	0.09578479	
BEST1	BEST1	0.09577315	
GNRH2	GNRH2	0.09576645	
PIK3R1	PIK3R1	0.09574928	
TOM1L2	TOM1L2	0.095698334	
FAM120C	FAM120C	0.09567723	
ZNF442	ZNF442	0.09567419	
RPS7	RPS7	0.09553093	
PNPLA7	PNPLA7	0.09543299	
MAN1A1	MAN1A1	0.09540332	
TMEM268	TMEM268	0.09532849	
SPACA9	SPACA9	0.09526136	
MELTF	MELTF	0.09512668	
CHRDL2	CHRDL2	0.09507718	
NUDT13	NUDT13	0.09504677	
LOC653712	LOC653712	0.09483718	
PLEKHH2	PLEKHH2	0.094835244	
CCL26	CCL26	0.09482036	
PLPP3	PLPP3	0.09481983	
ANAPC7	ANAPC7	0.09466483	
KIAA0513	KIAA0513	0.094663106	
CCDC151	CCDC151	0.09465665	
MRPL40	MRPL40	0.094587624	
SMCO3	SMCO3	0.094569385	
ZMYND12	ZMYND12	0.09452119	
CILP	CILP	0.0944203	
WFIKKN1	WFIKKN1	0.09441286	
ENPP2	ENPP2	0.094376296	
IL2RA	IL2RA	0.09436713	
PI15	PI15	0.09432944	
C9orf152	C9orf152	0.09432465	
ABHD14B	ABHD14B	0.09419779	
SLC8A2	SLC8A2	0.09397514	
AIDA	AIDA	0.093966804	
ALDH1A2	ALDH1A2	0.09395465	
PRRT3	PRRT3	0.093879074	
WDFY3	WDFY3	0.09382574	
FDX1L	FDX1L	0.09378514	
ARC	ARC	0.0937736	
GDPGP1	GDPGP1	0.093612544	
ACMSD	ACMSD	0.093600824	
PHACTR3	PHACTR3	0.09354841	
COL4A5	COL4A5	0.093525946	
TIPARP	TIPARP	0.093347766	
SMTN	SMTN	0.093320146	
RNF32	RNF32	0.09331877	
ACSM5	ACSM5	0.09311274	
METRN	METRN	0.09311156	
SERPINB10	SERPINB10	0.09309961	
LCN10	LCN10	0.093078054	
BAALC	BAALC	0.093054146	
H2AFV	H2AFV	0.09303776	
TYRO3	TYRO3	0.09295726	
MRC2	MRC2	0.09293732	
SLC22A4	SLC22A4	0.092898935	
IGFBP6	IGFBP6	0.092732616	
IRAK1BP1	IRAK1BP1	0.09272837	
SPTBN1	SPTBN1	0.09270879	
PRTFDC1	PRTFDC1	0.09262378	
NKAIN4	NKAIN4	0.092560835	
NIPAL2	NIPAL2	0.09255366	
RNF13	RNF13	0.09248882	
COL4A6	COL4A6	0.09247754	
NOMO3	NOMO3	0.092310034	
USP40	USP40	0.09229774	
CHSY3	CHSY3	0.09227399	
CLEC4D	CLEC4D	0.09225568	
ETNPPL	ETNPPL	0.09219977	
ZNF584	ZNF584	0.09218486	
KIAA1324	KIAA1324	0.09217896	
ANAPC15	ANAPC15	0.092112206	
C17orf53	C17orf53	0.09201697	
MEI1	MEI1	0.09196616	
F2RL3	F2RL3	0.09190368	
CLMP	CLMP	0.09180991	
TAGAP	TAGAP	0.091754526	
MXRA7	MXRA7	0.09172908	
LOX	LOX	0.09167868	
RXFP1	RXFP1	0.09160798	
FAM229B	FAM229B	0.091584906	
SRBD1	SRBD1	0.091509156	
C8orf48	C8orf48	0.09150148	
CRYBG3	CRYBG3	0.09148654	
MDFIC	MDFIC	0.09143917	
GSTT2B	GSTT2B	0.09141787	
PLLP	PLLP	0.09137064	
RSG1	RSG1	0.09121602	
IRAK3	IRAK3	0.091198675	
GABRB3	GABRB3	0.091196455	
LIN52	LIN52	0.09094884	
DHRSX	DHRSX	0.0909485	
SCRN3	SCRN3	0.090939	
GAL3ST2	GAL3ST2	0.09082181	
INPP5E	INPP5E	0.09079891	
VCAM1	VCAM1	0.0906615	
MOSPD2	MOSPD2	0.09054435	
ARMC10	ARMC10	0.09052004	
TRIM67	TRIM67	0.09049156	
DPCD	DPCD	0.09038829	
CRY2	CRY2	0.090379536	
AVPR1A	AVPR1A	0.090301625	
PLBD2	PLBD2	0.09022943	
CPA1	CPA1	0.09011243	
TBPL2	TBPL2	0.090091355	
UBTD1	UBTD1	0.09000213	
GPR89B	GPR89B	0.08996362	
FLNA	FLNA	0.08992573	
TNS1	TNS1	0.08984396	
MGARP	MGARP	0.089795925	
PLAT	PLAT	0.089747824	
GGT5	GGT5	0.08957736	
TPPP	TPPP	0.08949493	
EFHC2	EFHC2	0.08948059	
TTPAL	TTPAL	0.08938519	
PSEN1	PSEN1	0.08936906	
CIDEC	CIDEC	0.08925223	
PDGFD	PDGFD	0.08913596	
GP1BA	GP1BA	0.08910793	
CCDC189	CCDC189	0.08906603	
NCOA2	NCOA2	0.08901109	
CEP70	CEP70	0.088887885	
LARGE1	LARGE1	0.08885319	
MID2	MID2	0.08884888	
SPCS3	SPCS3	0.08883567	
MAMSTR	MAMSTR	0.08882735	
HLA-DPB1	HLA-DPB1	0.088803165	
B3GNT2	B3GNT2	0.08870964	
TMC1	TMC1	0.08869011	
C1R	C1R	0.08859585	
CLEC2D	CLEC2D	0.08858812	
AHDC1	AHDC1	0.08845317	
CHM	CHM	0.08841701	
MGST1	MGST1	0.08836114	
CACUL1	CACUL1	0.08828274	
SLC5A3	SLC5A3	0.08827826	
SLFN5	SLFN5	0.08821653	
TMEM231	TMEM231	0.08819316	
GCKR	GCKR	0.0880193	
HEXIM2	HEXIM2	0.088018075	
FOXO1	FOXO1	0.08799728	
DENND5B	DENND5B	0.08798638	
JAZF1	JAZF1	0.08798421	
OPLAH	OPLAH	0.087879285	
LOC101929268	LOC101929268	0.0877619	
NAALADL1	NAALADL1	0.08769117	
RNF112	RNF112	0.08769084	
DIXDC1	DIXDC1	0.08768741	
ALG14	ALG14	0.08755154	
ALG10B	ALG10B	0.08751338	
APBB2	APBB2	0.0874597	
INHBB	INHBB	0.08745408	
AACS	AACS	0.087411895	
MICA	MICA	0.08723285	
KCNS2	KCNS2	0.08716545	
TMSB15A	TMSB15A	0.0871654	
PLXNC1	PLXNC1	0.08706672	
SLC3A2	SLC3A2	0.08695027	
SSBP2	SSBP2	0.08679927	
ABHD14A	ABHD14A	0.086790346	
PTCHD1	PTCHD1	0.086613625	
IL20RB	IL20RB	0.08654511	
ODC1	ODC1	0.08649303	
PBX1	PBX1	0.08648684	
LOC285593	LOC285593	0.08647472	
RCAN2	RCAN2	0.08639143	
TMOD3	TMOD3	0.086324885	
CALCOCO2	CALCOCO2	0.08617133	
NINJ2	NINJ2	0.086148776	
PROK1	PROK1	0.086021855	
FYN	FYN	0.08589377	
MATN2	MATN2	0.08587002	
RAMP3	RAMP3	0.085868016	
ATOH8	ATOH8	0.08582493	
RAB7B	RAB7B	0.08581952	
CMTM5	CMTM5	0.08578754	
TMOD1	TMOD1	0.0857683	
SRGAP1	SRGAP1	0.08570566	
CCDC15	CCDC15	0.085703984	
MICB	MICB	0.085679285	
PGLYRP4	PGLYRP4	0.085658036	
OSBPL5	OSBPL5	0.08563319	
ATP23	ATP23	0.08548472	
THSD7A	THSD7A	0.08543614	
ADCY1	ADCY1	0.08539798	
KLK10	KLK10	0.08526634	
ERGIC1	ERGIC1	0.08523628	
LOC401052	LOC401052	0.08520291	
CDIP1	CDIP1	0.08508142	
MICAL2	MICAL2	0.08501947	
RAPGEF3	RAPGEF3	0.085013375	
PHLPP2	PHLPP2	0.08501207	
ANKRD34B	ANKRD34B	0.085010834	
TBC1D4	TBC1D4	0.08495875	
PODNL1	PODNL1	0.08494459	
LIX1L	LIX1L	0.084929064	
PCDHGB6	PCDHGB6	0.08476449	
PPT2	PPT2	0.08473684	
ACTR8	ACTR8	0.08473459	
ARL3	ARL3	0.0846883	
FGF2	FGF2	0.08468112	
FOSL2	FOSL2	0.084658585	
EEF2KMT	EEF2KMT	0.08463734	
SLC2A10	SLC2A10	0.08461727	
JMJD4	JMJD4	0.08458852	
PF4V1	PF4V1	0.08456083	
CADPS2	CADPS2	0.084548704	
PIK3R3	PIK3R3	0.08450259	
LAMB2	LAMB2	0.084456764	
HSPB2	HSPB2	0.08443636	
SCUBE1	SCUBE1	0.084341526	
SQRDL	SQRDL	0.0842878	
WNT16	WNT16	0.08428444	
ADAMTS2	ADAMTS2	0.08427597	
RUNDC3B	RUNDC3B	0.084275834	
KCNH2	KCNH2	0.08422529	
ANKRD35	ANKRD35	0.08420767	
MORN5	MORN5	0.08419542	
TNFSF13	TNFSF13	0.08418546	
SIGLEC11	SIGLEC11	0.083777554	
