NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	194	183		
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING	37	37		
GOBP_PROTEIN_C_LINKED_GLYCOSYLATION	6		Rejected!	
GOBP_PROTEIN_DEACETYLATION	42	42		
GOBP_PROTEIN_DEGLUTAMYLATION	7		Rejected!	
GOBP_PROTEIN_DEGLYCOSYLATION	15		Rejected!	
GOBP_PROTEIN_DELIPIDATION	5		Rejected!	
GOBP_PROTEIN_DEMETHYLATION	9		Rejected!	
GOBP_PROTEIN_DENEDDYLATION	11		Rejected!	
GOBP_PROTEIN_DEPALMITOYLATION	8		Rejected!	
GOBP_PROTEIN_DEPHOSPHORYLATION	208	189		
GOBP_PROTEIN_DEPOLYMERIZATION	118	111		
GOBP_PROTEIN_DESTABILIZATION	50	45		
GOBP_PROTEIN_DESUMOYLATION	9		Rejected!	
GOBP_PROTEIN_DEUBIQUITINATION	108	78		
GOBP_PROTEIN_DEUBIQUITINATION_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PROTEIN_DE_ADP_RIBOSYLATION	5		Rejected!	
GOBP_PROTEIN_DNA_COMPLEX_ASSEMBLY	241	157		
GOBP_PROTEIN_DNA_COMPLEX_DISASSEMBLY	23	19		
GOBP_PROTEIN_DNA_COMPLEX_ORGANIZATION	939		Rejected!	
GOBP_PROTEIN_DNA_COVALENT_CROSS_LINKING_REPAIR	9		Rejected!	
GOBP_PROTEIN_EXIT_FROM_ENDOPLASMIC_RETICULUM	50	43		
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS	60	59		
GOBP_PROTEIN_FOLDING	227	207		
GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM	12		Rejected!	
GOBP_PROTEIN_GERANYLGERANYLATION	7		Rejected!	
GOBP_PROTEIN_HETEROOLIGOMERIZATION	30	29		
GOBP_PROTEIN_HETEROTETRAMERIZATION	16	16		
GOBP_PROTEIN_HEXAMERIZATION	9		Rejected!	
GOBP_PROTEIN_HISTIDYL_MODIFICATION_TO_DIPHTHAMIDE	7		Rejected!	
GOBP_PROTEIN_HOMOOLIGOMERIZATION	199	195		
GOBP_PROTEIN_HOMOTETRAMERIZATION	63	61		
GOBP_PROTEIN_HYDROXYLATION	23	22		
GOBP_PROTEIN_IMPORT	10		Rejected!	
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	20	19		
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX	15	15		
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX_RECEPTOR_RECYCLING	7		Rejected!	
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MATRIX_SUBSTRATE_RELEASE	5		Rejected!	
GOBP_PROTEIN_IMPORT_INTO_PEROXISOME_MEMBRANE	6		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE	31	26		
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE_BY_STOP_TRANSFER_MEMBRANE_ANCHOR_SEQUENCE	11		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE	47	41		
GOBP_PROTEIN_INSERTION_INTO_MEMBRANE_FROM_INNER_SIDE	5		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_INNER_MEMBRANE	13		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_MEMBRANE	7		Rejected!	
GOBP_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_OUTER_MEMBRANE	15		Rejected!	
GOBP_PROTEIN_K11_LINKED_DEUBIQUITINATION	10		Rejected!	
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	36	33		
GOBP_PROTEIN_K27_LINKED_UBIQUITINATION	12		Rejected!	
GOBP_PROTEIN_K29_LINKED_DEUBIQUITINATION	5		Rejected!	
GOBP_PROTEIN_K29_LINKED_UBIQUITINATION	11		Rejected!	
GOBP_PROTEIN_K48_LINKED_DEUBIQUITINATION	27	24		
GOBP_PROTEIN_K48_LINKED_UBIQUITINATION	99	95		
GOBP_PROTEIN_K63_LINKED_DEUBIQUITINATION	31	25		
GOBP_PROTEIN_K63_LINKED_UBIQUITINATION	70	68		
GOBP_PROTEIN_K6_LINKED_UBIQUITINATION	16	15		
GOBP_PROTEIN_KINASE_A_SIGNALING	43	38		
GOBP_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	27	27		
GOBP_PROTEIN_KINASE_C_SIGNALING	35	34		
GOBP_PROTEIN_LINEAR_POLYUBIQUITINATION	5		Rejected!	
GOBP_PROTEIN_LIPID_COMPLEX_ASSEMBLY	30	29		
GOBP_PROTEIN_LIPID_COMPLEX_ORGANIZATION	54	53		
GOBP_PROTEIN_LIPOYLATION	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_ADHERENS_JUNCTION	6		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_AXON	9		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_BASOLATERAL_PLASMA_MEMBRANE	8		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_BICELLULAR_TIGHT_JUNCTION	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CELL_JUNCTION	22	21		
GOBP_PROTEIN_LOCALIZATION_TO_CELL_CORTEX	11		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_JUNCTION	108	105		
GOBP_PROTEIN_LOCALIZATION_TO_CELL_LEADING_EDGE	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY	349	333		
GOBP_PROTEIN_LOCALIZATION_TO_CELL_SURFACE	68	65		
GOBP_PROTEIN_LOCALIZATION_TO_CENP_A_CONTAINING_CHROMATIN	18		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	61	36		
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME	129	101		
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	40	22		
GOBP_PROTEIN_LOCALIZATION_TO_CHROMOSOME_TELOMERIC_REGION	31	30		
GOBP_PROTEIN_LOCALIZATION_TO_CILIARY_MEMBRANE	12		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CILIARY_TRANSITION_ZONE	8		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	73	65		
GOBP_PROTEIN_LOCALIZATION_TO_CONDENSED_CHROMOSOME	15	15		
GOBP_PROTEIN_LOCALIZATION_TO_CYTOPLASMIC_STRESS_GRANULE	8		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	61	60		
GOBP_PROTEIN_LOCALIZATION_TO_EARLY_ENDOSOME	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	79	67		
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM_EXIT_SITE	8		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_ENDOSOME	28	26		
GOBP_PROTEIN_LOCALIZATION_TO_EXTRACELLULAR_REGION	385	355		
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS	31	28		
GOBP_PROTEIN_LOCALIZATION_TO_GOLGI_MEMBRANE	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_LYSOSOME	60	57		
GOBP_PROTEIN_LOCALIZATION_TO_MEMBRANE_RAFT	10		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE	19	19		
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	37	36		
GOBP_PROTEIN_LOCALIZATION_TO_MITOCHONDRION	128	118		
GOBP_PROTEIN_LOCALIZATION_TO_MOTILE_CILIUM	6		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NON_MOTILE_CILIUM	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_BODY	12		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEAR_ENVELOPE	13		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEOLUS	17	15		
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEOPLASM	14		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	312	298		
GOBP_PROTEIN_LOCALIZATION_TO_ORGANELLE	971		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PERINUCLEAR_REGION_OF_CYTOPLASM	9		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PHAGOPHORE_ASSEMBLY_SITE	16	16		
GOBP_PROTEIN_LOCALIZATION_TO_PHOTORECEPTOR_OUTER_SEGMENT	7		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	286	271		
GOBP_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE_RAFT	5		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_POSTSYNAPSE	45	44		
GOBP_PROTEIN_LOCALIZATION_TO_PRESYNAPSE	11		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_SITE_OF_DOUBLE_STRAND_BREAK	15		Rejected!	
GOBP_PROTEIN_LOCALIZATION_TO_SYNAPSE	78	76		
GOBP_PROTEIN_LOCALIZATION_TO_VACUOLE	88	84		
GOBP_PROTEIN_MATURATION	555		Rejected!	
GOBP_PROTEIN_MATURATION_BY_4FE_4S_CLUSTER_TRANSFER	8		Rejected!	
GOBP_PROTEIN_MATURATION_BY_IRON_SULFUR_CLUSTER_TRANSFER	17		Rejected!	
GOBP_PROTEIN_MATURATION_BY_PROTEIN_FOLDING	8		Rejected!	
GOBP_PROTEIN_METHYLATION	52	42		
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	847		Rejected!	
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_REMOVAL	128	97		
GOBP_PROTEIN_MONOUBIQUITINATION	48	45		
GOBP_PROTEIN_NEDDYLATION	28	28		
GOBP_PROTEIN_NITROSYLATION	16		Rejected!	
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION	72	69		
GOBP_PROTEIN_N_LINKED_GLYCOSYLATION_VIA_ASPARAGINE	24	23		
GOBP_PROTEIN_OXIDATION	12		Rejected!	
GOBP_PROTEIN_O_LINKED_FUCOSYLATION	5		Rejected!	
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	102	92		
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION_VIA_SERINE	10		Rejected!	
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION_VIA_THREONINE	10		Rejected!	
GOBP_PROTEIN_O_LINKED_MANNOSYLATION	19	17		
GOBP_PROTEIN_PALMITOYLATION	32	30		
GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION	25	19		
GOBP_PROTEIN_POLYGLUTAMYLATION	12		Rejected!	
GOBP_PROTEIN_POLYMERIZATION	288	269		
GOBP_PROTEIN_POLYUBIQUITINATION	274	255		
GOBP_PROTEIN_POLYUFMYLATION	5		Rejected!	
GOBP_PROTEIN_POLY_ADP_RIBOSYLATION	10		Rejected!	
GOBP_PROTEIN_PROCESSING	245	233		
GOBP_PROTEIN_PROCESSING_INVOLVED_IN_PROTEIN_TARGETING_TO_MITOCHONDRION	7		Rejected!	
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS	25	23		
GOBP_PROTEIN_REFOLDING	27	26		
GOBP_PROTEIN_REPAIR	7		Rejected!	
GOBP_PROTEIN_RETENTION_IN_ER_LUMEN	8		Rejected!	
GOBP_PROTEIN_RETENTION_IN_GOLGI_APPARATUS	5		Rejected!	
GOBP_PROTEIN_RNA_COMPLEX_DISASSEMBLY	10		Rejected!	
GOBP_PROTEIN_RNA_COMPLEX_ORGANIZATION	237	200		
GOBP_PROTEIN_SIDE_CHAIN_DEGLUTAMYLATION	5		Rejected!	
GOBP_PROTEIN_STABILIZATION	220	193		
GOBP_PROTEIN_SULFATION	6		Rejected!	
GOBP_PROTEIN_SUMOYLATION	68	65		
GOBP_PROTEIN_TARGETING	329	307		
GOBP_PROTEIN_TARGETING_TO_LYSOSOME	33	32		
GOBP_PROTEIN_TARGETING_TO_MEMBRANE	126	117		
GOBP_PROTEIN_TARGETING_TO_MITOCHONDRION	106	98		
GOBP_PROTEIN_TARGETING_TO_PEROXISOME	9		Rejected!	
GOBP_PROTEIN_TARGETING_TO_VACUOLE	48	46		
GOBP_PROTEIN_TARGETING_TO_VACUOLE_INVOLVED_IN_AUTOPHAGY	6		Rejected!	
GOBP_PROTEIN_TETRAMERIZATION	95	93		
GOBP_PROTEIN_TO_MEMBRANE_DOCKING	5		Rejected!	
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	39	38		
GOBP_PROTEIN_TRANSMEMBRANE_TRANSPORT	74	73		
GOBP_PROTEIN_TRANSPORT	1424		Rejected!	
GOBP_PROTEIN_TRANSPORT_INTO_MEMBRANE_RAFT	5		Rejected!	
GOBP_PROTEIN_TRANSPORT_TO_VACUOLE_INVOLVED_IN_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY	15	15		
GOBP_PROTEIN_TRANSPORT_WITHIN_LIPID_BILAYER	7		Rejected!	
GOBP_PROTEIN_TRIMERIZATION	17	17		
GOBP_PROTEIN_UFMYLATION	6		Rejected!	
GOBP_PROTEIN_UNFOLDING	5		Rejected!	
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	65	65		
GOBP_PROTEOGLYCAN_CATABOLIC_PROCESS	11		Rejected!	
GOBP_PROTEOGLYCAN_METABOLIC_PROCESS	89	87		
GOBP_PROTEOLYSIS	1631		Rejected!	
GOBP_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	765		Rejected!	
GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS	76	43		
GOBP_PROTON_TRANSMEMBRANE_TRANSPORT	162	126		
GOBP_PROTON_TRANSPORTING_TWO_SECTOR_ATPASE_COMPLEX_ASSEMBLY	16		Rejected!	
GOBP_PROTON_TRANSPORTING_V_TYPE_ATPASE_COMPLEX_ASSEMBLY	8		Rejected!	
GOBP_PROTOPORPHYRINOGEN_IX_BIOSYNTHETIC_PROCESS	9		Rejected!	
GOBP_PROTOPORPHYRINOGEN_IX_METABOLIC_PROCESS	11		Rejected!	
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION	34	34		
GOBP_PROXIMAL_DISTAL_PATTERN_FORMATION_INVOLVED_IN_NEPHRON_DEVELOPMENT	5		Rejected!	
GOBP_PROXIMAL_TUBULE_DEVELOPMENT	10		Rejected!	
GOBP_PRO_B_CELL_DIFFERENTIATION	12		Rejected!	
GOBP_PSEUDOPODIUM_ORGANIZATION	17		Rejected!	
GOBP_PSEUDOURIDINE_SYNTHESIS	18	18		
GOBP_PSYCHOMOTOR_BEHAVIOR	5		Rejected!	
GOBP_PTERIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	35	32		
GOBP_PULMONARY_ARTERY_MORPHOGENESIS	6		Rejected!	
GOBP_PULMONARY_VALVE_DEVELOPMENT	24	24		
GOBP_PULMONARY_VALVE_MORPHOGENESIS	20	20		
GOBP_PURINERGIC_NUCLEOTIDE_RECEPTOR_SIGNALING_PATHWAY	31	28		
GOBP_PURINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	153	148		
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	570		Rejected!	
GOBP_PURINE_CONTAINING_COMPOUND_SALVAGE	15	15		
GOBP_PURINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	40	38		
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_CATABOLIC_PROCESS	10		Rejected!	
GOBP_PURINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	16	16		
GOBP_PURINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	10		Rejected!	
GOBP_PURINE_NUCLEOBASE_METABOLIC_PROCESS	20	19		
GOBP_PURINE_NUCLEOBASE_TRANSMEMBRANE_TRANSPORT	8		Rejected!	
GOBP_PURINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	11		Rejected!	
GOBP_PURINE_NUCLEOSIDE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PURINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	27	25		
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	21	19		
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	11		Rejected!	
GOBP_PURINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	43	40		
GOBP_PURINE_NUCLEOSIDE_TRANSMEMBRANE_TRANSPORT	5		Rejected!	
GOBP_PURINE_NUCLEOSIDE_TRIPHOSPHATE_CATABOLIC_PROCESS	5		Rejected!	
GOBP_PURINE_NUCLEOTIDE_SALVAGE	11		Rejected!	
GOBP_PURINE_NUCLEOTIDE_TRANSPORT	43	40		
GOBP_PURINE_RIBONUCLEOSIDE_CATABOLIC_PROCESS	6		Rejected!	
GOBP_PURINE_RIBONUCLEOSIDE_METABOLIC_PROCESS	22	20		
GOBP_PURINE_RIBONUCLEOSIDE_SALVAGE	7		Rejected!	
GOBP_PURINE_RIBONUCLEOTIDE_SALVAGE	8		Rejected!	
GOBP_PURKINJE_MYOCYTE_TO_VENTRICULAR_CARDIAC_MUSCLE_CELL_COMMUNICATION	6		Rejected!	
GOBP_PUTRESCINE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_PUTRESCINE_METABOLIC_PROCESS	8		Rejected!	
GOBP_PYRAMIDAL_NEURON_DEVELOPMENT	11		Rejected!	
GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION	15		Rejected!	
GOBP_PYRIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	31	31		
GOBP_PYRIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	100	98		
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	174	169		
GOBP_PYRIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	28	28		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	42	41		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	44	42		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	90	86		
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_SALVAGE	7		Rejected!	
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_TRANSMEMBRANE_TRANSPORT	16	16		
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_METABOLIC_PROCESS	5		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	11		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_DEOXYRIBONUCLEOTIDE_METABOLIC_PROCESS	23	23		
GOBP_PYRIMIDINE_DIMER_REPAIR	9		Rejected!	
GOBP_PYRIMIDINE_NUCLEOBASE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_NUCLEOBASE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_NUCLEOBASE_METABOLIC_PROCESS	21	21		
GOBP_PYRIMIDINE_NUCLEOSIDE_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_CATABOLIC_PROCESS	17	17		
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_BIOSYNTHETIC_PROCESS	6		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	9		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_METABOLIC_PROCESS	25	25		
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	15	15		
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_NUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	21	21		
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	19	18		
GOBP_PYRIMIDINE_NUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	24	23		
GOBP_PYRIMIDINE_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	32	31		
GOBP_PYRIMIDINE_NUCLEOTIDE_CATABOLIC_PROCESS	21	21		
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS	53	52		
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_DIPHOSPHATE_METABOLIC_PROCESS	7		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	12		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_MONOPHOSPHATE_METABOLIC_PROCESS	16	16		
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_BIOSYNTHETIC_PROCESS	15		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOSIDE_TRIPHOSPHATE_METABOLIC_PROCESS	18	17		
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_BIOSYNTHETIC_PROCESS	24	23		
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_CATABOLIC_PROCESS	8		Rejected!	
GOBP_PYRIMIDINE_RIBONUCLEOTIDE_METABOLIC_PROCESS	32	31		
GOBP_PYROPTOSIS	37	34		
GOBP_PYRUVATE_FAMILY_AMINO_ACID_CATABOLIC_PROCESS	10		Rejected!	
GOBP_PYRUVATE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	12		Rejected!	
GOBP_PYRUVATE_METABOLIC_PROCESS	120	118		
GOBP_PYRUVATE_TRANSPORT	8		Rejected!	
GOBP_P_BODY_ASSEMBLY	23	20		
GOBP_QUATERNARY_AMMONIUM_GROUP_TRANSPORT	18	18		
GOBP_QUINOLINATE_METABOLIC_PROCESS	5		Rejected!	
GOBP_QUINONE_METABOLIC_PROCESS	23	22		
GOBP_RAB_PROTEIN_SIGNAL_TRANSDUCTION	22	21		
GOBP_RAC_PROTEIN_SIGNAL_TRANSDUCTION	49	44		
GOBP_RADIAL_GLIAL_CELL_DIFFERENTIATION	14		Rejected!	
GOBP_RADIAL_GLIA_GUIDED_PYRAMIDAL_NEURON_MIGRATION	6		Rejected!	
GOBP_RANDOM_INACTIVATION_OF_X_CHROMOSOME	8		Rejected!	
GOBP_RAP_PROTEIN_SIGNAL_TRANSDUCTION	14		Rejected!	
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION	121	116		
GOBP_REACTIVE_GLIOSIS	6		Rejected!	
GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	86	74		
GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	59	51		
GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS	239	218		
GOBP_RECEPTOR_CATABOLIC_PROCESS	28	25		
GOBP_RECEPTOR_CLUSTERING	61	58		
GOBP_RECEPTOR_DIFFUSION_TRAPPING	10		Rejected!	
GOBP_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY	11		Rejected!	
GOBP_RECEPTOR_INTERNALIZATION	131	126		
GOBP_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM	5		Rejected!	
GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE	62	60		
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS	265	251		
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT	9		Rejected!	
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_OF_VIRUS_BY_HOST_CELL	11		Rejected!	
GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL	6		Rejected!	
GOBP_RECEPTOR_METABOLIC_PROCESS	72	67		
GOBP_RECEPTOR_RECYCLING	47	45		
GOBP_RECOGNITION_OF_APOPTOTIC_CELL	7		Rejected!	
GOBP_RECOMBINATIONAL_REPAIR	192	172		
GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS	6		Rejected!	
GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY	8		Rejected!	
GOBP_REFLEX	22	22		
GOBP_REGENERATION	203	187		
GOBP_REGULATED_EXOCYTOSIS	226	217		
GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL	7		Rejected!	
GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION	7		Rejected!	
GOBP_REGULATION_OF_ACROSOME_REACTION	18	17		
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT	41	40		
GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS	388	354		
GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	107	99		
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	156	145		
GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION	273	246		
GOBP_REGULATION_OF_ACTIN_NUCLEATION	40	30		
GOBP_REGULATION_OF_ACTION_POTENTIAL	61	55		
GOBP_REGULATION_OF_ACTIVATION_OF_JANUS_KINASE_ACTIVITY	8		Rejected!	
GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY	27	26		
GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION	105	98		
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE	48	45		
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS	16		Rejected!	
GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS	5		Rejected!	
