NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY		290	0.25185952	1.040966	0.32735425	0.813697	1.0	2057	tags=17%, list=11%, signal=18%	
GOBP_FATTY_ACID_BETA_OXIDATION	GOBP_FATTY_ACID_BETA_OXIDATION		72	0.30162415	1.0408852	0.37758112	0.81299615	1.0	4419	tags=40%, list=23%, signal=52%	
GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS	GOBP_ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS		281	0.25140208	1.0406784	0.31603774	0.8127791	1.0	4479	tags=28%, list=23%, signal=36%	
GOMF_ENDOPEPTIDASE_ACTIVITY	GOMF_ENDOPEPTIDASE_ACTIVITY		369	0.24842969	1.0398127	0.28648648	0.8149999	1.0	2703	tags=21%, list=14%, signal=24%	
GOMF_LIGASE_ACTIVITY	GOMF_LIGASE_ACTIVITY		125	0.28445917	1.0395833	0.35254237	0.8148925	1.0	2252	tags=19%, list=12%, signal=22%	
GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION	GOBP_REGULATION_OF_PROTEIN_DEPOLYMERIZATION		83	0.29554412	1.0390755	0.35403726	0.8157904	1.0	3164	tags=27%, list=16%, signal=32%	
GOBP_MATURATION_OF_5_8S_RRNA	GOBP_MATURATION_OF_5_8S_RRNA		33	0.35292545	1.0389836	0.37352246	0.81518674	1.0	5023	tags=36%, list=26%, signal=49%	
GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION	GOBP_POSITIVE_REGULATION_OF_CYTOPLASMIC_TRANSLATION		16	0.42674732	1.0386792	0.40983605	0.8153278	1.0	6495	tags=56%, list=33%, signal=84%	
GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT	GOBP_NEGATIVE_REGULATION_OF_GLUCOSE_TRANSMEMBRANE_TRANSPORT		17	0.42030185	1.0386218	0.43589744	0.8145834	1.0	190	tags=18%, list=1%, signal=18%	
GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES	GOBP_APOPTOTIC_MITOCHONDRIAL_CHANGES		98	0.2879944	1.0378398	0.33027524	0.81650203	1.0	3507	tags=30%, list=18%, signal=36%	
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION		24	0.37935606	1.0375788	0.3976744	0.81653357	1.0	2086	tags=21%, list=11%, signal=23%	
GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING	GOMF_FIBROBLAST_GROWTH_FACTOR_RECEPTOR_BINDING		24	0.37814948	1.0370085	0.39473686	0.8177207	1.0	2711	tags=25%, list=14%, signal=29%	
GOMF_SPHINGOLIPID_TRANSPORTER_ACTIVITY	GOMF_SPHINGOLIPID_TRANSPORTER_ACTIVITY		16	0.41739985	1.0365367	0.41538462	0.818471	1.0	2516	tags=19%, list=13%, signal=22%	
GOBP_PLASMINOGEN_ACTIVATION	GOBP_PLASMINOGEN_ACTIVATION		26	0.36713982	1.0362216	0.38709676	0.8186856	1.0	2852	tags=38%, list=15%, signal=45%	
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION	GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION		102	0.28535226	1.0358942	0.35031846	0.81884176	1.0	4398	tags=32%, list=23%, signal=42%	
GOBP_ATP_BIOSYNTHETIC_PROCESS	GOBP_ATP_BIOSYNTHETIC_PROCESS		62	0.31599864	1.0354097	0.38251367	0.81962574	1.0	6545	tags=42%, list=34%, signal=63%	
GOMF_CLATHRIN_BINDING	GOMF_CLATHRIN_BINDING		55	0.31808513	1.0353575	0.3739612	0.8188421	1.0	2762	tags=20%, list=14%, signal=23%	
GOBP_GLUCOCORTICOID_METABOLIC_PROCESS	GOBP_GLUCOCORTICOID_METABOLIC_PROCESS		25	0.37547037	1.0352374	0.37333333	0.8182939	1.0	495	tags=12%, list=3%, signal=12%	
GOBP_LIPID_EXPORT_FROM_CELL	GOBP_LIPID_EXPORT_FROM_CELL		47	0.3250435	1.0350859	0.3816794	0.81786615	1.0	2318	tags=23%, list=12%, signal=27%	
GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION	GOBP_REGULATION_OF_PROTEIN_AUTOPHOSPHORYLATION		36	0.34799063	1.0350347	0.35869566	0.81710076	1.0	1655	tags=19%, list=9%, signal=21%	
GOBP_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION	GOBP_REGULATION_OF_CORTICOSTEROID_HORMONE_SECRETION		16	0.4174622	1.0348207	0.40191388	0.8169604	1.0	3086	tags=38%, list=16%, signal=45%	
GOCC_PML_BODY	GOCC_PML_BODY		106	0.2824288	1.034754	0.37091988	0.81626946	1.0	3944	tags=27%, list=20%, signal=34%	
GOMF_N_METHYLTRANSFERASE_ACTIVITY	GOMF_N_METHYLTRANSFERASE_ACTIVITY		83	0.2968208	1.0346518	0.3791209	0.81566745	1.0	3005	tags=22%, list=15%, signal=26%	
GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	GOBP_GLYCEROLIPID_CATABOLIC_PROCESS		63	0.30649695	1.0345647	0.36842105	0.8150251	1.0	544	tags=11%, list=3%, signal=11%	
GOMF_KINESIN_BINDING	GOMF_KINESIN_BINDING		39	0.33385435	1.0338227	0.39320388	0.8167616	1.0	3216	tags=31%, list=17%, signal=37%	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION	GOBP_NEGATIVE_REGULATION_OF_PROTEIN_POLYMERIZATION		73	0.30413428	1.0337012	0.39722222	0.81621385	1.0	3718	tags=32%, list=19%, signal=39%	
GOBP_CEREBELLAR_CORTEX_FORMATION	GOBP_CEREBELLAR_CORTEX_FORMATION		24	0.3751686	1.0336021	0.39175257	0.8156515	1.0	4041	tags=46%, list=21%, signal=58%	
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	GOBP_NUCLEAR_MEMBRANE_REASSEMBLY		23	0.38625216	1.0335099	0.38189846	0.8150321	1.0	3281	tags=35%, list=17%, signal=42%	
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	GOBP_CELLULAR_COMPONENT_DISASSEMBLY		497	0.23793441	1.0330737	0.2857143	0.8156943	1.0	3281	tags=22%, list=17%, signal=26%	
