NAME	TITLE	SCORE	
ACKR1	ACKR1	0.14188603	
SLC16A7	SLC16A7	0.14175789	
MT1H	MT1H	0.14162882	
KDELR3	KDELR3	0.14156337	
PTP4A1	PTP4A1	0.14156139	
ANXA6	ANXA6	0.14139795	
IL2RB	IL2RB	0.14121048	
MEDAG	MEDAG	0.14120977	
MYL9	MYL9	0.14119357	
CD160	CD160	0.14096026	
ATP1B1	ATP1B1	0.14094329	
KLHL29	KLHL29	0.14094289	
DLK2	DLK2	0.14083359	
PDE4D	PDE4D	0.14082575	
HOXA10	HOXA10	0.14079764	
LRRC8D	LRRC8D	0.1407442	
TEX35	TEX35	0.1407072	
CIDEC	CIDEC	0.14063312	
FAM107A	FAM107A	0.14047351	
EBF1	EBF1	0.1403775	
TSHZ3	TSHZ3	0.14022817	
MYO1D	MYO1D	0.14020324	
ICA1L	ICA1L	0.14014624	
GALNT16	GALNT16	0.14013797	
SYT8	SYT8	0.13987683	
TBC1D1	TBC1D1	0.13980143	
FEM1B	FEM1B	0.13973846	
NT5E	NT5E	0.1396806	
FLNB	FLNB	0.1394941	
LYRM7	LYRM7	0.13946532	
KIF12	KIF12	0.13942237	
CASZ1	CASZ1	0.13934562	
C1orf186	C1orf186	0.13934174	
GPX3	GPX3	0.13932562	
HKDC1	HKDC1	0.13929112	
IQUB	IQUB	0.13912971	
DDAH1	DDAH1	0.13907191	
CALCRL	CALCRL	0.13903807	
PTGER2	PTGER2	0.13887383	
AXIN2	AXIN2	0.13867308	
FAM114A1	FAM114A1	0.13837574	
RAB7B	RAB7B	0.13834949	
SMARCA1	SMARCA1	0.13807288	
GRP	GRP	0.13794409	
GJC2	GJC2	0.13778734	
GUCY1A3	GUCY1A3	0.13754047	
ADRA1B	ADRA1B	0.13741365	
FXYD2	FXYD2	0.13734904	
KCND1	KCND1	0.13713336	
SH2D3A	SH2D3A	0.13695139	
FZD9	FZD9	0.1367408	
NOX4	NOX4	0.13667676	
ANKRD34B	ANKRD34B	0.13667306	
CRH	CRH	0.13660686	
ALDH2	ALDH2	0.13622998	
BGN	BGN	0.13606632	
LRRC45	LRRC45	0.1360032	
SGMS2	SGMS2	0.13590546	
