symbol,GSM1480091,GSM1480092,GSM1480093,GSM1480094,GSM1480095,GSM1480096,GSM1480097,GSM1480098,GSM1480099,GSM1480100,GSM1480101,GSM1480102,GSM1480103,GSM1480104,GSM1480105,GSM1480106,GSM1480107,GSM1480108,GSM1480109,GSM1480110,GSM1480111,GSM1480112,GSM1480113,GSM1480114,GSM1480115,GSM1480116,GSM1480117,GSM1480118,GSM1480119,GSM1480120,GSM1480121,GSM1480122,GSM1480123,GSM1480124,GSM1480125,GSM1480126,GSM1480127,GSM1480157,GSM1480158,GSM1480159,GSM1480160,GSM1480161,GSM1480128,GSM1480129,GSM1480130,GSM1480131,GSM1480132,GSM1480133,GSM1480134,GSM1480135,GSM1480136,GSM1480137,GSM1480138,GSM1480139,GSM1480140,GSM1480141,GSM1480142,GSM1480143,GSM1480144,GSM1480145,GSM1480146,GSM1480147,GSM1480148,GSM1480149,GSM1480150,GSM1480151,GSM1480152,GSM1480153,GSM1480154,GSM1480155,GSM1480156,GSM1480162,GSM1480163,GSM1480164,GSM1480165,GSM1480166,GSM1480167
RFTN1,11.169484,10.880688,10.573267,10.552888,11.020579,11.202279,11.291943,10.801896,11.248218,10.8907,11.058753,11.390211,11.291943,10.824968,11.018247,10.25346,11.390962,9.157396,10.339984,10.880688,11.128062,9.819532,11.036409,11.09549,10.507389,10.322068,10.704727,10.614179,10.855637,10.399077,11.117675,11.077237,10.079413,10.579957,10.847307,10.800588,10.460393,11.137005,10.659244,10.345143,11.013579,11.284334,10.635386,10.458053,9.786901,9.302563,8.256597,10.923797,11.274736,11.170896,9.911625,10.778426,9.673407,10.876037,10.298449,11.193397,11.243954,10.900304,10.931889,9.6786,11.640504,10.6007,11.099594,10.751144,11.220963,10.092294,10.930937,10.878455,10.166445,11.189561,10.895155,10.739323,11.06805,10.830989,11.246596,10.879765,10.528377
RPL37,5.3602295,5.6694065,5.7050065,5.8148075,5.43393,5.5349355,5.4488385,5.4062165,5.3015515,5.6367345,5.5683745,5.4976105,5.354688,5.2074865,5.7716155,5.574683,5.489812,5.1562,5.544426,5.340533,5.66654,5.433623,5.54014,5.819091,5.705424,5.412849,5.7951185,5.573239,5.674244,5.8706835,5.4519795,5.8305145,5.600644,5.6099135,5.4510865,5.4534485,5.118192,5.6331105,5.500985,5.967038,5.336586,5.625356,5.238552,5.446646,5.8816375,5.7704855,5.856882,5.513281,5.464064,5.635803,5.6891945,5.635806,5.4387725,5.6954405,5.780581,4.848923,5.404076,5.62332,5.8216445,5.565342,5.7166835,5.571213,5.26746,5.724038,5.5534065,5.550208,5.5657695,5.485528,5.5683895,5.4039305,5.3854275,5.8623265,5.9891525,5.2625305,5.773692,5.2746055,5.386039
CFDP1,10.321691,9.859678,10.323005,9.133926,9.816714,9.93998,10.080577,9.919329,10.124888,9.170866,9.523195,9.672133,9.987773,9.665326,9.184424,8.99787,9.264436,8.301118,9.855163,9.131995,9.552514,9.155971,10.302965,10.002804,9.221332,9.280861,8.976506,9.162051,9.883847,9.388587,10.009997,9.466536,10.094669,9.084124,9.842672,10.05942,9.910985,9.888751,9.729594,9.08607,9.641301,9.246186,9.805882,9.213631,9.239799,9.874207,8.556296,10.132551,10.611377,9.78473,9.792468,9.798265,9.525454,9.844437,9.759053,8.966364,9.607277,9.497382,9.475541,8.686195,9.615079,9.708933,9.781611,9.579693,9.620948,9.617968,9.866454,10.174666,9.62521,10.345143,9.764929,9.204548,9.079055,9.885699,9.613062,9.391904,9.976376
SPATA12,4.856572,4.696714,4.75262,4.613101,4.824201,4.786601,4.677533,4.882242,4.747232,4.534574,4.697832,4.705523,4.806994,5.146313,4.672206,4.914404,4.605352,4.661314,5.123467,4.727206,4.678692,4.930853,4.994431,4.845737,4.58965,4.8363,4.757004,4.641162,4.854189,4.693581,4.496229,5.123994,4.645901,4.584988,4.945755,4.448211,4.705364,4.630176,4.668513,4.650512,5.378121,4.725971,4.835194,4.911563,4.964362,4.608468,4.734147,4.94926,4.842171,4.855936,4.580367,4.654727,4.69134,4.713169,4.655576,5.10282,4.53472,4.667853,4.588,4.96662,4.742402,4.756958,4.552964,4.75804,4.667495,4.574983,4.485469,4.781731,4.651943,4.689027,4.797044,4.888309,4.724349,5.109829,4.582122,4.76218,4.688812
SCAMP4,5.875953,5.91304,5.367649,5.494804,6.340487,6.437934,5.967601,6.000179,5.934894,6.445769,5.781116,6.477316,5.691071,6.063488,5.468525,5.532888,5.749438,5.006208,5.787792,6.478081,6.177988,5.805155,6.273324,6.266646,5.511948,6.278198,5.235664,6.326521,5.766463,6.271452,5.280863,5.747076,6.04794,5.62591,6.11482,6.348596,5.864726,6.247718,5.681764,5.338335,5.801315,6.106826,6.001595,5.314862,5.530038,6.961901,4.981143,5.328101,5.883258,6.110657,5.781751,6.009745,5.543943,6.085035,6.226131,5.725228,5.777275,6.082319,5.470197,4.686679,5.832892,5.317792,5.95273,6.050231,6.054799,5.336531,5.832892,6.172506,6.200415,5.494955,5.286334,6.621048,5.90996,6.014807,6.044708,6.145888,6.098683
PPTC7,6.890896,7.294441,6.951314,7.457491,6.487965,6.949723,7.061938,6.076108,6.395196,6.851319,6.889285,6.641831,6.858398,7.310003,7.398459,7.216475,7.814034,8.55537,6.913991,7.101738,6.770843,7.492263,6.612338,6.846859,7.507742,7.440269,8.23728,7.300075,6.710761,6.964881,6.929135,7.487677,6.845223,7.136281,7.133228,6.691515,7.512326,6.669822,7.147491,7.52409,6.992383,6.316977,6.375331,7.150079,7.939765,6.618925,8.651559,7.535647,6.61404,7.051948,7.231377,6.462636,6.975043,6.75041,7.141253,7.329507,6.844645,6.68618,7.171311,8.543428,6.907983,7.479012,7.154504,6.564069,6.925502,7.404167,6.589153,6.854001,6.352264,6.682393,6.403773,6.574103,6.589803,6.550845,7.074926,6.868597,6.8211
RAB6A,6.9354095,7.2825875,6.9254165,6.7105025,7.2892465,7.0767865,7.220981,6.5814645,7.1957035,7.37256,7.057385,7.387198,7.3662535,7.606477,7.9302685,7.232914,7.110797,6.589924,7.51636,7.4387105,7.2133685,7.142618,7.119897,7.2167795,7.023251,6.6810005,6.7862545,7.010073,6.978199,7.0859285,7.0756135,7.1166635,7.107302,6.81304,7.2277135,7.0994475,7.1511465,7.144306,6.662774,6.367244,6.7733385,6.6033225,7.0974825,6.574008,6.67164,7.2335835,6.4268585,6.645045,7.0527835,6.9493655,6.8150625,7.1803645,7.2287415,6.9031055,7.4288495,6.817356,7.0755115,6.921033,6.7319355,6.968888,6.882838,7.411098,7.2789995,7.226754,7.098951,7.2145475,7.077222,6.8484165,7.4402175,7.1237,7.2782895,6.7258005,6.90094,7.1755455,6.6751905,7.029639,6.49672
SEZ6L2,5.8721285,6.07548,6.299442,5.14892025,5.535616,5.63410525,5.85166825,6.0667765,5.5847425,5.812159,5.96565225,6.133102,6.1192505,6.38943325,5.77341375,5.25254275,6.015046,4.84564175,5.38832775,5.552418,6.015552,5.30856375,5.69656975,5.96053325,5.63835075,5.624599,5.92467075,5.60897425,5.9892185,5.36904275,5.8108455,5.819509,5.254392,5.28315125,5.49462875,5.79790825,5.80535925,5.8261015,5.95810775,5.13458575,5.87030675,6.19845025,5.44991375,5.47765675,4.93253875,5.11881,4.9203135,6.11535075,5.93176675,6.0023185,6.12049675,5.8282805,5.62748875,6.15371375,5.57926725,5.94377675,6.14785325,5.894263,6.14050775,4.87490275,5.87938775,5.767127,5.5037995,5.9723095,5.5578625,5.336954,6.030464,6.2638365,5.89715175,5.845794,5.99013025,5.93522625,5.79401125,6.10241375,5.83058675,5.9895875,5.61363075
MRO,4.840237,4.6091815,4.6927595,4.598019,4.724317,4.68585,4.642946,4.6288895,4.689805,4.8556235,4.9103045,4.8195405,4.825984,4.972064,4.6728705,4.7221345,4.7636335,4.8052645,5.0793555,4.782358,4.7169295,4.5150405,4.7050105,4.7861175,4.66457,4.6834025,4.697162,4.5672795,4.85622,4.926507,4.6860235,4.6602145,4.7819345,4.647431,4.7191815,4.6786525,4.730375,4.696034,4.868621,4.664499,4.779891,4.6221375,4.7540685,4.7979555,4.6988645,4.7902775,4.8953935,4.6770095,4.740589,4.634592,4.5637875,4.7608725,4.5620155,4.68471,4.7691845,4.597842,4.818699,4.5948885,4.648698,4.8799805,4.7024835,4.882152,4.5562335,4.6716025,4.881769,4.757278,4.7615825,4.7016,4.7233875,4.6945275,4.70985,4.6746475,4.762111,4.5882005,4.584301,4.737436,4.479375
FIG4,8.647969,8.48621,8.766558,8.299356,8.39376,8.287576,8.118852,8.141416,8.741659,7.898284,8.308521,8.535335,8.157986,8.42753,9.450332,8.6163,7.620671,8.567689,7.953107,8.373121,8.568148,8.104598,8.848813,8.405986,8.208091,8.079065,8.084376,8.2742,8.239067,8.346285,9.519089,8.508699,7.773245,8.442832,8.873048,8.500062,8.455625,8.5702,8.280004,8.182151,8.523597,8.183228,8.582486,8.218646,7.892563,7.97324,8.506661,8.803392,8.750117,7.683349,8.773931,7.70682,7.530833,8.639432,8.212402,8.402826,8.419319,7.641032,8.288161,8.71691,7.835524,8.378308,8.36336,8.459069,8.513327,8.235242,8.097337,8.281267,7.969548,8.43624,9.143704,7.97287,7.674049,8.676474,7.076725,8.741873,8.702664
NRDC,9.8775,10.23259,10.108607,9.740071,10.032085,9.686917,10.100545,10.557073,9.678293,10.306003,9.881716,9.727659,9.724316,10.035502,10.751144,10.62123,10.043794,11.022761,10.209578,9.785035,9.818877,10.032085,10.505448,9.878465,10.39821,10.05942,10.354085,10.210383,10.032085,10.528377,9.807702,9.835714,10.297436,9.862728,10.094669,10.539305,10.197354,9.909686,9.745634,10.182436,9.86942,9.902077,10.081848,10.33117,10.964035,10.552066,11.412025,9.796415,9.933708,9.346755,10.645494,10.4326,9.584718,9.532889,9.978133,9.916852,9.916121,9.809975,9.875611,10.228447,9.649771,9.604487,9.808891,10.848428,9.576198,10.003499,9.549932,10.260087,10.170539,9.779478,9.686098,10.002804,9.829632,10.08535,9.619686,9.959266,10.015132
ARG2,4.797266,4.973461,4.887725,5.060797,5.344927,4.845651,5.320229,5.011856,4.581336,5.164346,5.028736,5.196619,5.554312,4.709511,4.857251,5.24168,5.227,4.669672,4.752051,5.032807,4.754908,4.709637,4.67278,4.767572,4.736209,4.91513,5.151124,5.030464,4.688621,4.806759,5.053882,5.139439,5.022592,4.884959,4.77708,5.226575,4.79822,4.683252,5.324697,4.917304,5.087912,5.046405,5.022761,5.420333,4.726043,5.594062,5.149364,5.046254,5.078295,6.982373,4.84762,4.869681,5.219362,4.75262,4.621917,5.196494,5.86272,5.472577,4.742129,4.889877,5.167974,5.401447,5.022951,4.832334,4.892984,5.059446,5.026944,5.448847,5.08299,5.005418,5.112653,6.228198,5.1731,4.764278,5.460163,5.612674,5.000723
RADIL,5.854327,5.210567667,4.867626333,4.802109,5.180928,5.541748667,5.367798,4.992893333,5.405553,4.832625333,4.854077333,5.178024667,5.227195333,5.107527333,5.016542667,4.666382667,4.934704,4.717649667,5.033615333,5.365254,5.017904667,4.958120667,5.586028333,5.099128333,4.770959333,4.573358333,4.743765333,4.808978,4.920194,4.907986667,5.021239667,5.037661,5.183402,4.733200333,4.949975,5.425898333,4.914545,5.167713333,5.016473667,4.832753,5.085330667,5.311463667,5.153702,4.907240667,4.833440667,4.687512333,4.822218333,5.049699333,5.792777333,4.805096333,4.767619667,4.766513333,4.714150333,5.041442667,4.926540333,4.950807667,5.247966,5.063852,5.191907333,4.628746333,5.177214333,4.955338333,5.252392333,4.912842,5.187100333,5.108121333,5.33187,5.200211667,5.053515,5.301315333,4.948246667,5.283469333,5.169624333,5.548519,5.344824333,5.594717333,5.190823667
ZNF106,8.084108,9.068413,8.681525,8.929501,8.7803285,8.606348,8.7096705,9.157702,8.550591,9.089219,8.5012065,8.581717,8.61227,8.644245,8.8437075,9.5132085,8.9591595,10.023663,8.814418,8.5213155,8.56906,9.105539,8.8144715,8.9419415,9.350427,9.5822055,9.6757655,8.962439,8.9407565,9.1106605,8.4782105,8.583911,9.293353,9.267036,8.849878,8.7832415,9.1433665,8.7006655,8.951962,9.38186,8.5518905,8.4677225,9.1099585,9.3814925,9.7460595,8.8568015,10.2588795,8.6967985,8.5293455,8.1638725,9.0878825,9.8056765,9.083717,8.2910435,9.047435,8.6895935,8.788653,8.8753,8.3516555,9.608414,8.6317955,8.4742665,8.618189,9.06808,8.2839945,8.8121575,8.372563,8.506179,8.845536,8.6109655,8.3104285,9.0081125,9.673484,8.4786405,8.578262,8.593638,8.3942555
OR4M1,4.701909,4.924328,4.988171,4.9683105,4.920359,5.1214865,5.06205,4.74582,5.068186,4.9812555,4.927077,5.0932895,4.984785,4.89308,4.693492,4.736675,4.907472,5.078701,4.7772605,5.141042,5.0348035,5.0985205,4.8576525,4.740764,4.8398235,4.916726,5.0740905,4.920827,4.766946,5.007906,4.884964,4.811259,4.7424665,5.053913,5.050594,4.984084,4.905184,4.989533,5.033622,5.0441295,4.7751555,4.8522935,5.007986,4.7638585,5.609157,4.9201915,4.705715,4.8208505,5.1605465,4.6113715,5.150195,4.951743,4.744673,4.8092025,4.902381,4.898725,4.972198,5.096609,4.777842,4.6626765,4.9816985,4.8457635,4.746116,5.008738,4.732664,4.893128,4.7124425,5.0796915,5.020176,4.9539125,4.987025,4.8797475,5.159248,4.7836765,4.7187725,4.8491925,4.8857545
ARV1,6.648406,6.863941,7.110333,6.710216,6.602392,7.24507,6.770517,6.852932,7.117441,7.054064,6.831243,6.77283,7.191819,6.946294,6.449135,6.632708,6.901433,5.794009,7.358972,7.105654,7.151107,7.016907,6.513116,6.938557,6.236951,7.175147,7.199303,6.684214,6.776525,7.125769,6.548677,6.742683,6.859141,6.607681,7.183562,7.038002,6.557229,6.809526,7.512203,6.734274,7.486167,7.337296,7.135762,7.02943,6.062417,7.068401,4.967898,6.527358,7.130897,7.210516,5.418829,6.982121,7.534678,6.297652,6.973441,7.499451,6.78945,7.702329,7.196119,6.07877,7.483866,6.436974,6.722957,7.314254,6.925502,6.925965,6.972427,7.257907,7.146857,7.250292,6.925965,7.308456,7.232685,6.502722,6.981172,6.837038,6.38597
KCTD6,6.73255,6.466326,6.5350275,6.9241385,6.9510425,6.9155105,6.935758,6.74082,6.8270165,6.831644,6.816555,6.814326,7.197637,6.6085285,6.825966,7.0754795,7.095498,6.8571975,6.8979125,6.86518,7.151571,6.712737,6.969679,7.202017,6.5236495,6.6983885,6.7086385,7.002793,7.034645,6.827226,7.090243,7.2006345,7.564887,6.9208445,6.919469,6.978335,7.04293,6.811268,6.5374635,6.8203685,6.8298615,6.9130165,6.821468,6.840015,6.7613325,6.4733265,5.64334,6.804067,6.867489,7.492211,5.7444155,6.728449,6.93711,6.925924,6.786798,7.229097,7.315438,6.688177,7.2353375,7.132194,7.0632295,6.8162685,7.074729,6.750496,6.9890525,7.067022,7.0699895,6.605731,7.0091735,7.085279,6.6496175,7.095223,7.1567105,6.820002,6.527761,6.6930235,6.39351
ATXN1,8.0026005,8.316362,8.5763555,8.172829,7.8193685,7.8427425,8.2031485,7.900324,8.063429,8.120166,7.841541,8.1530015,8.1007425,8.235613,8.1790705,8.1975105,8.0098205,9.1855625,7.456268,7.8590005,8.3547,8.2933045,7.986336,7.4427975,7.604657,7.886039,8.176443,8.0385415,7.80303,7.9231305,7.6319205,7.910073,7.857154,8.183039,8.3214245,7.7621785,7.9642805,7.874158,7.909533,7.601945,7.988673,7.8521675,8.204106,8.0021995,8.4503695,7.1007795,8.684932,8.436895,8.031412,7.6651415,8.58601,7.9093895,7.7603065,8.328692,7.917776,8.3464385,8.1621455,7.7337595,8.082642,8.2071045,7.8449995,7.433539,8.195936,8.130798,8.204492,7.888354,8.0999465,7.795074,7.6968895,8.180717,7.911918,7.9476275,7.8701195,8.131347,7.5537455,7.982252,7.448508
PSMD11,5.858072,6.438118,6.54397,6.020198,6.605414,6.065102,6.183235,6.011526,6.039439,6.269601,6.416014,6.615684,6.657356,6.342746,6.330379,6.260847,5.513192,6.835768,6.875585,6.366427,6.256445,5.177333,6.294667,6.4408,6.983261,6.356159,5.549741,6.236864,6.468616,6.672551,6.364151,6.198014,6.576791,6.779512,5.768965,6.355931,6.497605,6.494818,6.19087,6.904047,6.218203,6.581196,6.018276,5.998234,7.106531,7.317071,6.542967,6.406851,6.524544,6.397728,7.007823,6.645136,6.448759,6.160467,6.175925,6.108474,6.039709,6.196371,6.636157,6.833191,6.129413,6.642328,6.450664,5.82488,6.762294,6.397074,6.195989,6.080448,6.32901,6.354254,6.351691,5.853731,6.124237,5.98586,6.051821,6.359829,6.203103
TMEM237,7.875997,7.344807,7.75401,6.791481,7.496616,7.948616,7.74073,7.449383,7.705599,6.719717,7.894746,7.636661,7.704414,7.653639,7.449383,5.298454,7.260299,4.730539,7.165235,7.753806,7.687372,6.431449,7.277573,6.767461,6.60624,7.188978,6.411374,7.177181,7.26141,6.873509,7.444707,7.810337,7.837483,6.92497,7.383966,7.351116,6.775858,7.700213,7.866659,6.496663,8.009177,7.818834,7.324203,6.717352,4.999091,7.657231,4.690904,7.701181,7.292691,7.681461,6.546514,7.544034,7.363815,7.727468,7.164432,7.215467,7.324495,7.266725,7.550445,5.190189,7.694716,7.709691,7.55139,6.530751,7.624673,6.660505,7.671808,7.707447,7.69795,7.612364,7.817647,7.472286,7.121025,7.675131,7.641215,7.54812,7.466767
PSME3,7.821563,8.059975,7.912836,7.996276,7.913675,8.1720485,7.921925,8.060701,8.098528,8.1107315,8.2219605,7.8900215,8.22447,8.4575135,8.6124755,7.713743,8.1802075,8.133591,7.832468,8.2795545,8.00231,7.838802,8.0264235,8.0913945,8.062567,8.019344,8.3576045,7.972461,7.903364,8.1244985,7.3675835,7.8498275,7.661911,7.637997,7.49899,7.7846955,7.6817775,7.924759,8.044913,7.717312,7.7526065,8.142007,7.981521,7.7174965,7.7486135,7.607483,7.956665,7.5994755,7.9148905,7.903941,6.729062,7.913829,7.964818,7.992681,7.812323,7.8630365,7.9974495,8.1441685,8.360038,7.494002,8.456063,7.9136215,8.0895085,8.2138765,8.105849,7.7047905,8.2255705,8.003336,7.9333505,7.9090475,7.480125,7.7895355,7.9855295,7.9538285,7.9583085,7.9756085,7.8530785
HTR6,4.690806,4.540841,4.558303,4.59871,4.404446,4.591164,4.497761,4.529091,4.496346,4.596347,4.585892,4.898458,4.556668,4.582296,4.521485,4.721787,4.598926,4.577299,4.611248,4.586816,4.563852,4.410165,4.610592,4.496778,4.734556,4.581873,4.531671,4.611861,4.572698,4.463728,4.545734,4.627827,4.57452,4.615859,4.600674,4.501684,4.630888,4.648821,4.62685,4.817281,4.682007,4.70371,4.57965,4.5634,4.47709,4.544481,4.983444,4.486222,4.643548,4.522866,4.450898,4.63035,4.633961,4.510362,4.571204,4.624442,4.46645,4.521405,4.444618,4.554839,4.833809,4.598874,4.74247,4.447046,4.58041,4.500518,4.504967,4.84143,4.727206,4.498309,4.486362,4.487226,4.576195,4.824547,4.63261,4.710672,4.592356
DOCK4,4.808967,4.559989,4.927945,4.769096,4.861947,4.934305,4.70559,4.560103,4.901449,4.646771,5.1507,4.787943,4.502314,4.989138,5.082065,5.220728,4.756909,5.206905,4.611248,4.641378,4.688546,4.532376,4.747183,4.856359,4.883087,4.542867,5.02741,4.908789,4.732466,5.044776,4.948636,5.057275,4.749527,4.563571,5.058204,4.826911,5.122488,4.742564,4.821522,4.652898,4.804922,5.302167,5.044479,4.97459,4.675566,4.639545,5.026845,4.59387,4.960268,4.798128,5.085912,4.869681,4.762452,5.070799,4.831874,4.58041,4.919391,4.725074,5.187632,4.797493,4.90477,5.051225,4.718046,4.701173,4.740496,4.792879,4.72094,4.735593,4.892775,4.735201,4.967173,4.708618,4.978873,4.827175,5.037706,4.570079,4.504428
SPIN3,6.108081,5.916917,6.186394,5.681232,5.754206,5.860575,5.671165,5.793012,5.870155,6.039368,5.849597,5.36652,6.023223,5.964852,6.194565,5.94412,5.431977,5.49414,6.146689,5.680249,5.76339,5.668465,5.982432,6.165729,5.696429,5.078798,5.732753,6.06621,5.849805,5.380137,5.72553,5.581449,5.429348,5.246388,5.829413,5.951774,5.758433,5.82688,5.385331,5.011756,5.491806,5.758892,5.972192,5.960603,5.839316,6.08575,5.575531,5.914955,6.030525,6.031103,5.643931,5.773466,5.596228,5.905471,5.792324,6.013945,5.85424,5.289712,5.792549,5.055441,6.127673,5.627837,5.85236,5.7107,5.789871,5.9213,5.923475,5.884889,5.359839,5.203504,6.119031,6.047592,5.945486,5.550483,5.342403,5.492882,5.781116
PCDHB8,4.564644,4.540841,4.530834,4.501152,4.489606,4.467173,4.454699,4.500154,4.499377,4.492007,4.523148,4.529482,4.487816,4.434367,4.542594,4.488596,4.437609,4.426325,4.512832,4.524069,4.410798,4.453862,4.460489,4.44202,4.437659,4.473423,4.450383,4.445652,4.405046,4.475885,4.50792,4.485927,4.538664,4.551958,4.494317,4.568449,4.508196,4.458726,4.440691,4.557348,4.501608,4.502521,4.49051,4.550674,4.531831,4.420577,4.515869,4.436787,4.451813,4.537954,4.476911,4.450915,4.43079,4.520987,4.446225,4.496188,4.501732,4.481135,4.469946,4.758865,4.536079,4.590177,4.450612,4.550666,4.535626,4.600582,4.443287,4.525784,4.503199,4.520694,4.621217,4.462201,4.523148,4.52401,4.563259,4.568449,4.572725
NPAP1,4.716909,4.786002,5.079834,4.974994,4.805874,4.564562,4.930708,4.938953,4.713169,4.790455,4.932343,4.806576,4.659699,5.241613,4.905849,4.860465,4.707947,5.523204,4.699389,4.634941,5.244358,4.928198,4.901825,4.692299,4.876657,4.674642,4.847937,4.821309,4.677692,5.284657,4.802929,5.161162,4.647379,4.685362,4.534513,4.940926,5.092575,4.78567,4.704023,4.594797,4.981433,4.613064,4.866392,4.850697,4.594636,5.055469,4.609228,4.720254,5.056977,4.882638,5.151778,4.737199,4.963695,4.888176,4.685843,5.182717,5.090898,4.822057,4.739517,4.829428,4.783206,4.65167,4.818019,4.931869,5.042668,4.698336,4.789485,4.824914,4.825049,4.951642,4.980749,4.962244,4.754006,4.675907,4.730054,5.360642,4.521192
DACT1,5.195944333,5.162397333,4.964332667,4.776754,5.113769333,5.24381,5.273039667,5.19795,5.088617333,4.996575667,5.050549333,5.000722,5.026034333,5.478728667,4.904769333,4.811267333,5.132831667,5.203566333,5.093814,5.029594,5.046242667,5.114429667,4.829960333,5.188654667,4.975067333,5.375664333,5.295175667,4.780191,5.156462333,4.955680667,4.923363333,5.016081333,5.846346667,5.006836,5.133201333,5.135524333,5.057791667,5.019618,5.206592333,5.400390667,5.288779333,5.688664667,4.89843,4.993385333,5.568829,5.117428333,5.132023667,5.139005667,4.868493,4.901092,4.990903667,5.093511667,5.298425,4.926370667,5.499695667,5.184939667,4.903975667,5.281119,5.108240667,5.154078,5.022062667,4.999094667,4.796248,5.214027,5.048008667,5.234872667,4.749344333,5.317187667,4.997214667,5.060335,4.915317667,5.457003333,5.270894667,5.246830667,4.966406333,4.844568667,5.329110667
PLIN2,10.8545565,9.8630955,10.3699325,9.7055345,9.9419375,10.142599,10.904064,10.798896,10.387746,10.39805,10.5414655,10.4283275,10.388144,10.7347185,9.7312945,9.581208,9.852746,9.3257795,10.070067,10.2754825,10.2142005,10.548111,10.38692,10.23872,10.5125545,10.2954465,10.195437,10.285681,10.11377,10.9550105,10.2821825,10.7096705,10.4339125,10.474444,10.013946,10.091314,9.9901945,10.3016925,11.6031375,10.612844,10.5765715,10.1699965,10.658262,10.092004,11.079371,12.0208035,9.9804735,11.116866,9.620334,10.257598,12.237094,11.233734,11.4236255,10.5316715,10.591384,10.6046775,10.27585,10.4091535,11.517578,9.7811875,9.8341185,11.3742595,10.1744395,10.42385,9.624648,11.1922235,10.7827735,10.7840295,10.5450045,10.6975855,10.327264,11.0241975,10.3777405,10.770065,10.484567,10.1694405,11.703707
KRT222,4.844886,4.701613,4.527632,4.600205,4.537742,4.906673,4.501055,4.581698,4.525974,4.68077,4.551029,4.555471,4.635283,4.66221,4.66818,4.561714,4.752306,4.413247,4.46254,4.60999,4.585419,4.51433,4.759406,4.531266,4.510461,4.533746,4.62685,4.653951,4.523765,4.475885,4.75053,4.647984,4.414174,4.394681,4.556894,4.781425,4.578455,4.510132,4.661447,4.591023,4.424493,5.170188,4.466303,4.479078,4.504231,4.661966,4.485324,4.474611,4.53828,4.58555,4.566198,4.519126,4.458337,4.546369,4.485574,4.526448,4.771287,4.81333,4.563635,4.486772,4.74444,4.486561,4.572716,4.58612,4.709866,4.537305,4.581992,4.641558,4.573218,4.570445,4.573896,4.458096,4.699533,4.510646,4.685898,4.675716,4.525483
ZBTB48,7.257742,6.904813,7.434973,7.822207,7.5963,6.82052,7.598177,7.51057,7.204419,7.085656,7.002142,7.036983,6.848941,7.346161,7.347496,7.884617,7.381435,8.0696,7.31828,7.059847,7.28701,7.563073,7.199124,6.603827,7.097428,6.778727,7.509737,6.908123,7.013996,7.241447,6.64764,6.454969,6.824856,6.86899,6.957266,7.122982,6.765464,6.849687,6.475697,7.249713,6.77819,7.062527,6.044708,6.98974,6.445769,5.888245,7.701523,6.744309,5.968837,6.878819,7.76462,6.360033,6.393664,6.931952,6.699914,7.152978,6.927674,6.676089,6.65832,7.426051,6.863483,6.067111,6.997612,7.865093,7.474152,7.472818,7.200806,6.686824,6.300024,6.4946,6.548537,6.494268,6.285486,6.47557,6.809108,6.583034,6.334002
SNRNP25,6.9230775,6.933916,7.1416935,6.5301045,6.698286,6.7291045,7.3264565,6.61937,7.0206335,6.5457205,7.064486,6.5162045,6.9663685,6.268314,5.9937615,6.7203795,6.4454895,6.572622,7.0597525,6.916523,6.543823,6.593694,6.626939,6.515633,7.0070465,6.7844055,6.474063,7.005373,6.9481525,6.5650895,6.9922615,6.434958,6.190856,6.4343315,6.55206,6.6341915,6.477985,6.7119435,6.805521,7.3370975,6.8536425,6.736463,6.733188,6.645182,6.045495,6.3752875,5.917688,6.9038695,6.78966,7.3239325,6.3085805,7.1281665,6.6505475,7.0054315,6.5142745,6.932532,7.087258,7.1629255,6.482514,6.6352205,7.4738825,6.592618,6.827625,7.008715,7.1426685,6.735679,7.0004665,7.1124335,7.0778565,7.2384915,6.88309,7.069907,6.7818325,6.637894,6.9236315,7.017096,6.729008
SENP2,7.513266,7.4933545,7.8579225,7.1847065,7.228014,7.6319275,7.585512,7.4449135,7.291963,7.145213,7.354451,7.3562945,7.180855,7.351638,7.8254345,7.794618,6.7045795,7.8688125,7.427688,7.1657735,7.0935395,7.042174,7.8647745,7.1642895,7.5349285,7.3308695,7.207835,7.2225545,6.950136,7.4232985,6.8424295,7.047329,8.238049,7.366001,6.82992,7.3544855,7.0722975,7.6167725,7.455336,7.168762,7.205309,7.347901,7.5510685,7.1917275,7.999623,8.5652165,8.220945,7.591484,7.099665,6.9753865,7.487436,7.5618925,7.7358015,7.408508,7.641219,7.082267,7.3242815,7.4573815,7.629225,7.834993,7.075123,7.4411415,7.1923845,7.87728,7.0738155,7.159477,7.216816,7.0883645,7.64448,7.414942,7.151449,7.288919,7.4310825,7.3958375,7.2331935,7.359923,7.4001075
