"","probes","moduleColor"
"16255","VPS13C","green"
"16267","PGF","green"
"16272","ZRANB3","green"
"16275","CCDC117","green"
"16292","CCNYL1","green"
"16297","INPP5B","green"
"16300","LVRN","green"
"16307","TTF2","green"
"16406","HCAR1","green"
"16442","EEPD1","green"
"16452","CBLC","green"
"16472","MYCBP2","green"
"16494","DDR1","green"
"16505","ZNF705A","green"
"16514","ZNHIT3","green"
"16525","YDJC","green"
"16536","UPK1B","green"
"16556","DDX54","green"
"16572","SLITRK6","green"
"16574","MRPS9","green"
"16590","CORO6","green"
"16600","DISP2","green"
"16604","SCIN","green"
"16611","NKAIN4","green"
"16634","KDM1A","green"
"16638","DDX43","green"
"16643","CASQ1","green"
"16670","LY6D","green"
"16691","GALNT2","green"
"16790","ERCC2","green"
"16870","LINC01568","green"
"16871","LOC101927053","green"
"16917","ATXN7L3B","green"
"16925","TMEM218","green"
"17088","LINC00430","green"
"17106","OSTM1-AS1","green"
"17114","LOC101927531","green"
"17183","MAPK8","green"
"17184","LOC102723703","green"
"17205","LOC100507140","green"
"17213","LOC101929027","green"
"17225","LOC101928207","green"
"17272","DNAH6","green"
"17372","TPBG","green"
"17427","LINC01487","green"
"17452","MIR181A2HG","green"
"17478","LINC01038","green"
"17485","LOC105377443","green"
"17523","OR2A1-AS1","green"
"17549","LOC105369266","green"
"17566","MYCNUT","green"
"17597","LOC101927960","green"
"17612","WSPAR","green"
"17619","FAM83A-AS1","green"
"17661","LOC101928714","green"
"17697","LOC400743","green"
"17698","LOC729680///IL17D","green"
"17789","LOC105274304","green"
"17836","C1orf132","green"
"17850","LOC102724849","green"
"17872","LOC101929625","green"
"17918","LINC01629","green"
"17942","C5orf66-AS2","green"
"17971","TEX29","green"
"17976","FANCE","green"
"18004","DNASE1L3","green"
"18017","C11orf52","green"
"18023","DUSP5P1","green"
"18084","GRHL2","green"
"18103","PRRG2","green"
"18120","RRP8","green"
"18138","GTSF1","green"
"18139","MAGEA8","green"
"18237","RHOD","green"
"18287","GATSL3","green"
"18310","GATA2","green"
"18318","PIP5KL1","green"
"18338","BLZF1","green"
"18358","SERINC2","green"
"18360","DRAP1","green"
"18362","DAP","green"
"18375","RUSC1-AS1","green"
"18387","SEMA4C","green"
"18388","LRIT2","green"
"18397","SLC39A1","green"
"18398","PIK3C2B","green"
"18401","ITLN2","green"
"18410","CYP2R1","green"
"18414","DEFB110","green"
"18436","CNPY2","green"
"18447","KLK9","green"
"18471","FOXJ3","green"
"18473","FAT2","green"
"18515","HSF2BP","green"
"18518","A2ML1","green"
"18556","CLDN7","green"
"18585","H19","green"
"18589","SFRP1","green"
"18592","TTTY10","green"
"18637","PDCD1LG2","green"
"18666","KRT7","green"
"18678","HPGD","green"
"18686","ASPHD2","green"
"18688","TM4SF5","green"
"18695","TNNI2","green"
"18704","SLC1A6","green"
"18707","SPATA22","green"
"18710","RAB8B","green"
"18736","ZNF69","green"
"18789","ANXA1","green"
"18791","C3orf52","green"
"18801","SLC25A52","green"
"18813","GDF15","green"
"18815","ARPIN","green"
"18826","FGD6","green"
"18837","TTC19","green"
"18845","HRK","green"
"18876","HADHB","green"
"18888","TTR","green"
"18908","SLC19A2","green"
"18909","FSTL1","green"
"18947","PRAMEF9","green"
"18948","JTB","green"
"18950","BGN","green"
"18957","LEP","green"
"18963","CERS5","green"
"18967","ATP4A","green"
"18990","KIF5C","green"
"19009","SLFN13","green"
"19039","GM2A","green"
"19047","PRDX4","green"
"19050","REPS1","green"
"19058","HUNK","green"
"19066","DLX6","green"
"19098","DDC","green"
"19100","SLC5A11","green"
"19140","GLOD5","green"
"19149","INS-IGF2","green"
"19153","CAPN10","green"
"19231","ALDH18A1","green"
"19238","UBE2A","green"
"19244","USP6NL","green"
"19271","MYO7B","green"
"19272","TATDN3","green"
"19278","TENM3","green"
"19281","FITM2","green"
"19283","MYO5B","green"
"19300","FBXO46","green"
"19315","ERGIC3","green"
"19331","PRDX1","green"
"19338","EFNA1","green"
"19362","HN1","green"
"19363","DCAF4","green"
"19366","PKP2","green"
"19399","DAZ4","green"
"19402","TAC3","green"
"19405","F11R","green"
"19408","GATA3","green"
"12","CCNE2","grey"
"35","LILRA6","grey"
"39","CTRB1","grey"
"47","MMP17","grey"
"52","ABCD4","grey"
"55","PYROXD1","grey"
"58","LOC440040","grey"
"72","CYP2A13","grey"
"74","GPC2","grey"
"83","GSG1","grey"
"86","RESP18","grey"
"89","RNF2","grey"
"94","TMEM25","grey"
"96","TFDP3","grey"
"113","EML6","grey"
"122","OCLN","grey"
"124","OR6C76","grey"
"133","GOLGA6L1","grey"
"138","DHX57","grey"
"139","CSNK1G3","grey"
"143","SNED1","grey"
"147","PAPOLB","grey"
"152","MRPL43","grey"
"153","LRBA","grey"
"157","KIF2B","grey"
"171","PRM3","grey"
"184","IFNA17","grey"
"192","UCN2","grey"
"193","OR1S1","grey"
"197","PARD3B","grey"
"204","APEX2","grey"
"210","TSHB","grey"
"219","PRAMEF1","grey"
"227","TMCO5A","grey"
"231","HTR7","grey"
"239","TMOD2","grey"
"249","GAS2","grey"
"253","PLSCR5","grey"
"261","CLDN25","grey"
"263","SPATA31A1","grey"
"273","PRDM2","grey"
"274","HIST1H2BL","grey"
"276","CSN1S1","grey"
"277","TMEM232","grey"
"282","DHX40","grey"
"287","BICDL1","grey"
"296","MSH4","grey"
"309","ATP1B4","grey"
"311","C3orf22","grey"
"312","HIST1H1B","grey"
"313","GPRIN1","grey"
"314","GPR26","grey"
"327","FUT3","grey"
"329","ATP8B3","grey"
"333","CCR5","grey"
"336","SPANXA1","grey"
"343","CCSER1","grey"
"363","DENND6A","grey"
"378","ERBB4","grey"
"380","CST11","grey"
"383","NRSN1","grey"
"384","CCL24","grey"
"387","RNF208","grey"
"389","SNHG5","grey"
"392","ADRA1A","grey"
"404","NPTX1","grey"
"410","METTL8","grey"
"411","SMC6","grey"
"414","MYL12B","grey"
"419","NUDT1","grey"
"432","DNAJC5B","grey"
"459","MPHOSPH9","grey"
"464","SPANXN1","grey"
"468","GML","grey"
"488","ZDHHC22","grey"
"494","CPSF4L","grey"
"503","MPV17L","grey"
"508","CLDN22","grey"
"514","MURC","grey"
"516","GFY","grey"
"530","OTOA","grey"
"533","SLC27A4","grey"
"554","BPY2C","grey"
"557","SLC7A11","grey"
"558","TAS1R2","grey"
"561","KRTAP3-1","grey"
"572","SPAG11B","grey"
"575","SCGB1A1","grey"
"577","SELV","grey"
"580","PRDM16","grey"
"589","OR5R1","grey"
"608","UGT3A2","grey"
"617","THAP12","grey"
"630","PRLHR","grey"
"642","SF3A1","grey"
"646","GSC","grey"
"650","CHST11","grey"
"658","GTF2E1","grey"
"665","PDE6B","grey"
"666","CDC14A","grey"
"667","STAB1","grey"
"672","DAZ1","grey"
"677","KRTAP19-4","grey"
"678","PLAU","grey"
"680","KCNQ1","grey"
"683","CCDC190","grey"
"686","SYNDIG1L","grey"
"688","PNLDC1","grey"
"701","ACTL9","grey"
"702","TSPAN10","grey"
"705","OR2T27","grey"
"709","NKX6-3","grey"
"718","SNORD28","grey"
"723","CCKAR","grey"
"725","PTPRS","grey"
"726","FBXO48","grey"
"732","PES1","grey"
"750","ARSA","grey"
"755","EPC2","grey"
"758","RRP7A","grey"
"762","OR4M2","grey"
"767","ATCAY","grey"
"768","KCNH7","grey"
"778","RPL24","grey"
"784","LCE2D","grey"
"787","OR14A16","grey"
"821","ABO","grey"
"823","OR51B5","grey"
"826","STARD6","grey"
"840","IBA57","grey"
"853","EREG","grey"
"860","POLR2J","grey"
"863","PODXL2","grey"
"864","CD200R1L","grey"
"867","LOC440446","grey"
"876","KCNC2","grey"
"891","CYP2B6","grey"
"898","NCAPH","grey"
"903","NSFL1C","grey"
"922","CYP27C1","grey"
"933","IQCB1","grey"
"937","ZC3H8","grey"
"938","KDM8","grey"
"941","ACTL6B","grey"
"943","MINOS1","grey"
"958","KRTAP1-1","grey"
"964","CENPI","grey"
"972","ZCCHC13","grey"
"974","ABT1","grey"
"979","DAZ2","grey"
"990","DRD2","grey"
"994","KHDRBS2","grey"
"1011","DEFB104A","grey"
"1016","CCDC114","grey"
"1018","DAOA","grey"
"1026","DSCAM","grey"
"1031","KRTAP2-4","grey"
"1047","LGALS7B","grey"
"1048","GALNT5","grey"
"1051","ASAH2","grey"
"1053","MAGEC3","grey"
"1055","CLGN","grey"
"1057","SLC46A3","grey"
"1062","YJEFN3","grey"
"1070","TNFSF11","grey"
"1083","HMOX2","grey"
"1084","SEZ6","grey"
"1104","DDX25","grey"
"1106","GABBR1","grey"
"1113","NANOG","grey"
"1122","OR51G1","grey"
"1128","NEFL","grey"
"1130","PSMA8","grey"
"1133","CACNA1F","grey"
"1135","ARL8A","grey"
"1142","B3GALT1","grey"
"1146","KRT35","grey"
"1163","SCUBE3","grey"
"1164","RFC5","grey"
"1166","TFAP2D","grey"
"1167","POLR2C","grey"
"1168","LAMTOR3","grey"
"1173","FAM71F1","grey"
"1174","KRTAP4-5","grey"
"1176","HBS1L","grey"
"1178","WDR89","grey"
"1194","PRG3","grey"
"1209","CNGA2","grey"
"1212","CSMD3","grey"
"1230","1-Dec","grey"
"1247","MROH5","grey"
"1248","GPR152","grey"
"1252","SLC34A1","grey"
"1268","ARR3","grey"
"1275","IFNA5","grey"
"1286","H2BFWT","grey"
"1294","NPY2R","grey"
"1300","OMP","grey"
"1301","SGK2","grey"
"1303","ARID1B","grey"
"1309","FAM170A","grey"
"1318","ATP5G2","grey"
"1334","OR8H2","grey"
"1338","KLHL33","grey"
"1339","AADACL3","grey"
"1341","STX1B","grey"
"1350","ANKH","grey"
"1351","HIPK1","grey"
"1361","ARHGAP11B","grey"
"1372","FRMPD2","grey"
"1391","TREH","grey"
"1392","LINC00905","grey"
"1395","SMIM10L2B","grey"
"1407","NR4A1","grey"
"1419","JRK","grey"
"1427","CHRND","grey"
"1442","TAC4","grey"
"1449","KIAA0754","grey"
"1451","TMEM8C","grey"
"1453","TTTY18","grey"
"1456","APOBEC3D","grey"
"1464","FSHR","grey"
"1465","C20orf85","grey"
"1466","TBC1D7","grey"
"1479","G6PC2","grey"
"1480","LGALS7","grey"
"1484","NATD1","grey"
"1485","VIL1","grey"
"1519","GUCA1A","grey"
"1522","MATN4","grey"
"1529","SLC22A12","grey"
"1532","SSPO","grey"
"1537","C19orf67","grey"
"1539","ZNF248","grey"
"1544","CERS1","grey"
"1545","IFNL2","grey"
"1548","CCDC59","grey"
"1557","LGR6","grey"
"1563","LRPPRC","grey"
"1566","PTP4A3","grey"
"1569","PRDM6","grey"
"1571","C10orf35","grey"
"1573","HTN1","grey"
"1577","GDNF","grey"
"1578","AKR1C1","grey"
"1588","APC","grey"
"1590","AMBRA1","grey"
"1597","OR5K2","grey"
"1602","ZNF208","grey"
"1605","MADCAM1","grey"
"1615","UBE2MP1","grey"
"1619","WDR11","grey"
"1621","NBPF6","grey"
"1628","PON1","grey"
"1630","ZNF687","grey"
"1638","PRB2","grey"
"1647","DEUP1","grey"
"1651","UBE2B","grey"
"1654","RASGEF1C","grey"
"1665","PROCA1","grey"
"1672","EPHA10","grey"
"1679","HGH1","grey"
"1688","TTTY17A","grey"
"1690","TEX33","grey"
"1697","HIST1H2AI","grey"
"1715","KRT40","grey"
"1728","CFAP77","grey"
"1729","FLAD1","grey"
"1730","SNORD54","grey"
"1735","LHFPL3","grey"
"1746","ZNF286A","grey"
"1751","TFF2","grey"
"1752","OR2L1P","grey"
"1757","CFAP73","grey"
"1758","WNT8A","grey"
"1759","ARSF","grey"
"1761","RBM46","grey"
"1778","TMEM72","grey"
"1793","BCL2L14","grey"
"1797","WBSCR28","grey"
"1802","CCR9","grey"
"1817","PEX12","grey"
"1819","ONECUT2","grey"
"1836","IFNA13","grey"
"1842","MED4","grey"
"1845","GAGE2C","grey"
"1856","SH2D4B","grey"
"1857","OR5I1","grey"
"1863","TAOK3","grey"
"1873","CT45A2","grey"
"1874","KCNK9","grey"
"1878","ZNF599","grey"
"1887","LHX3","grey"
"1916","UMODL1","grey"
"1925","ZNF92","grey"
"1930","COL9A1","grey"
"1950","STAMBP","grey"
"1953","CADPS","grey"
"1976","DCC","grey"
"1983","OR13C2","grey"
"1986","CFHR4","grey"
"1998","THEM5","grey"
"2004","SPDYE1","grey"
"2008","HS3ST4","grey"
"2015","JMJD6","grey"
"2020","OPALIN","grey"
"2021","FMR1","grey"
"2025","PRY","grey"
"2029","IL22RA1","grey"
"2032","KLK13","grey"
"2039","HMGA2","grey"
"2040","XCL2","grey"
"2046","BSX","grey"
"2048","ZPBP2","grey"
"2049","FOXN1","grey"
"2053","MAGEC1","grey"
"2075","PITX3","grey"
"2084","HSPB9","grey"
"2117","KRTAP23-1","grey"
"2125","KRT28","grey"
"2129","SLC17A6","grey"
"2136","INS","grey"
"2147","PRPS1","grey"
"2149","GPSM1","grey"
"2151","SPTBN2","grey"
"2164","POC1B","grey"
"2170","C21orf59","grey"
"2191","TRIM74","grey"
"2201","UBAP1L","grey"
"2207","IL31RA","grey"
"2209","DUSP26","grey"
"2216","C16orf46","grey"
"2222","TCTE1","grey"
"2223","DNAH17","grey"
"2225","MC3R","grey"
"2226","LINC00161","grey"
"2231","SERPINE3","grey"
"2242","BRDT","grey"
"2243","NPY1R","grey"
"2247","CACNA1S","grey"
"2253","EPHA5","grey"
"2257","SAA4","grey"
"2264","CFC1","grey"
"2269","AWAT1","grey"
"2270","HNRNPF","grey"
"2272","KCNB2","grey"
"2274","TMEM52","grey"
"2279","APBA1","grey"
"2281","ZNF780B","grey"
"2282","GMNC","grey"
"2289","LCE1E","grey"
"2303","CWF19L2","grey"
"2310","UROC1","grey"
"2315","ZFAND4","grey"
"2326","TRIM73","grey"
"2327","MYCBPAP","grey"
"2330","SNORD42A","grey"
"2332","SPATA3","grey"
"2350","PCSK9","grey"
"2357","GRK3","grey"
"2361","USH1C","grey"
"2380","WNK4","grey"
"2384","OR52N4","grey"
"2387","IL4","grey"
"2400","NWD2","grey"
"2403","TOMM20L","grey"
"2404","KRT2","grey"
"2414","TGM4","grey"
"2415","RFX4","grey"
"2427","NEUROD1","grey"
"2431","FSD1","grey"
"2441","ZNF229","grey"
"2442","TIAF1","grey"
"2447","MAD2L2","grey"
"2451","RNF126","grey"
"2480","PDIA3","grey"
"2486","C1orf87","grey"
"2487","CACNG7","grey"
"2495","SLC25A31","grey"
"2502","TEX14","grey"
"2510","OR7E24","grey"
"2515","HIST1H4I","grey"
"2517","EXOC3L2","grey"
"2519","FAM155B","grey"
"2532","TEX28","grey"
"2533","OR10H2","grey"
"2536","OR4S1","grey"
"2542","LOC401554","grey"
"2543","MCF2L2","grey"
"2551","POU3F3","grey"
"2552","KIN","grey"
"2556","SCGB3A2","grey"
"2562","PLCXD2","grey"
"2564","ZG16","grey"
"2574","TEPP","grey"
"2577","HUS1","grey"
"2593","GABRG1","grey"
"2596","CT45A5","grey"
"2599","C2orf81","grey"
"2603","RAB12","grey"
"2604","SERPINA12","grey"
"2606","TBRG1","grey"
"2607","PHOX2A","grey"
"2608","LPAR4","grey"
"2611","STON2","grey"
"2612","SPATA32","grey"
"2614","FAM69C","grey"
"2618","BOLL","grey"
"2622","LPO","grey"
"2624","DPEP1","grey"
"2628","PRR20A","grey"
"2633","ASB17","grey"
"2646","FAM166A","grey"
"2650","KCNA1","grey"
"2656","POLG2","grey"
"2663","HLA-A","grey"
"2669","ZNF592","grey"
"2671","NKAIN2","grey"
"2672","PIKFYVE","grey"
"2683","GPR61","grey"
"2685","TEX22","grey"
"2691","PKD1L1","grey"
"2698","SLC2A5","grey"
"2701","SLC7A5P2","grey"
"2707","KCNF1","grey"
"2710","ARPP21","grey"
"2734","EPHA6","grey"
"2735","CSNK1A1L","grey"
"2741","REPIN1","grey"
"2748","POTED","grey"
"2749","UTS2","grey"
"2753","IGSF23","grey"
"2765","GPR52","grey"
"2775","DLX1","grey"
"2793","CDRT15L2","grey"
"2796","STK32C","grey"
"2798","EBLN1","grey"
"2802","ZP3","grey"
"2812","MROH6","grey"
"2816","PRAMEF8","grey"
"2819","DNAJA1","grey"
"2822","LOC389834","grey"
"2836","OR6B2","grey"
"2841","IGSF11","grey"
"2847","AGBL3","grey"
"2851","SPACA5","grey"
"2854","RIIAD1","grey"
"2857","CELF5","grey"
"2868","WBP2NL","grey"
"2870","NKX2-4","grey"
"2891","S100A7A","grey"
"2895","PKDREJ","grey"
"2904","SLED1","grey"
"2905","GRK2","grey"
"2907","SMR3B","grey"
"2917","GEMIN7","grey"
"2919","DDN","grey"
"2921","OR1A1","grey"
"2924","LRAT","grey"
"2925","CACNB4","grey"
"2926","RPL28","grey"
"2933","AKAP14","grey"
"2940","BHLHA15","grey"
"2941","CYP3A43","grey"
"2946","SLC10A4","grey"
"2958","GPR149","grey"
"2972","GIP","grey"
"2980","SIM2","grey"
"2988","HRH1","grey"
"3006","CCHCR1","grey"
"3014","C5orf64","grey"
"3017","KCNJ12","grey"
"3019","NFKBIB","grey"
"3023","ADGRA3","grey"
"3024","EMX1","grey"
"3025","ATP11A","grey"
"3040","MIOX","grey"
"3042","SPRR2F","grey"
"3056","PRSS56","grey"
"3057","KCNN1","grey"
"3058","FAM221A","grey"
"3063","OR2M3","grey"
"3068","HAO1","grey"
"3072","TEX13B","grey"
"3084","CPNE2","grey"
"3085","BTBD11","grey"
"3086","RBMY1J","grey"
"3092","FBXW12","grey"
"3093","LPCAT4","grey"
"3094","PCDHGA4","grey"
"3096","COL2A1","grey"
"3117","OR14C36","grey"
"3133","PIH1D1","grey"
"3140","IFNA21","grey"
"3141","ADAM22","grey"
"3145","CPEB2-AS1","grey"
"3150","PPIL2","grey"
"3160","LIMS1","grey"
"3164","ENPP7","grey"
"3169","USF3","grey"
"3171","HHIP","grey"
"3174","ZNF646","grey"
"3179","PRM1","grey"
"3180","KRTAP27-1","grey"
"3192","MAGEA6","grey"
"3205","TMEM151A","grey"
"3206","SEC14L3","grey"
"3213","MYL12A","grey"
"3216","SLC35F3","grey"
"3225","MT3","grey"
"3237","ASB4","grey"
"3244","KRTAP2-2","grey"
"3250","SSX2","grey"
"3252","C16orf89","grey"
"3262","RIMBP2","grey"
"3263","ACBD4","grey"
"3278","SIGLEC12","grey"
"3292","ADAMTS14","grey"
"3296","MIP","grey"
"3297","RPRML","grey"
"3305","HIST1H4D","grey"
"3307","SLC7A14","grey"
"3310","PTPRZ1","grey"
"3311","CHRNB2","grey"
"3316","AQP4","grey"
"3321","IFNK","grey"
"3335","GABRR2","grey"
"3341","TIGD7","grey"
"3345","RBMY1D","grey"
"3366","CAPN13","grey"
"3369","ARHGAP40","grey"
"3372","DEFB121","grey"
"3380","MAGEA2","grey"
"3394","KRTAP10-7","grey"
"3400","OCSTAMP","grey"
"3403","FGF4","grey"
"3416","CELA3A","grey"
"3417","TLX1","grey"
"3424","NEUROD4","grey"
"3426","UCP1","grey"
"3427","NXPH2","grey"
"3429","TUBA4B","grey"
"3434","PGA3","grey"
"3437","WFDC9","grey"
"3438","TMEM104","grey"
"3439","CABP1","grey"
"3451","UBTFL1","grey"
"3453","RTL1","grey"
"3455","CCDC105","grey"
"3456","FOLH1B","grey"
"3457","ADRA2B","grey"
"3465","OR4K17","grey"
"3469","MROH9","grey"
"3485","OR6S1","grey"
"3494","TMCC1","grey"
"3505","TXNRD3NB","grey"
"3525","MSL3P1","grey"
"3538","SLC5A4","grey"
"3541","PNLIPRP3","grey"
"3557","PFDN2","grey"
"3560","NPM1","grey"
"3570","KRTAP22-1","grey"
"3574","FUT11","grey"
"3586","FABP1","grey"
"3590","OR51A7","grey"
"3605","HORMAD2","grey"
"3606","RXFP2","grey"
"3608","CLCA4","grey"
"3611","ATP5S","grey"
"3652","KPTN","grey"
"3655","KCNIP4","grey"
"3662","CHIA","grey"
"3665","FSD1L","grey"
"3666","IMPG2","grey"
"3672","WDR87","grey"
"3677","PGPEP1L","grey"
"3682","GSTP1","grey"
"3684","MBD3L1","grey"
"3702","LCE1A","grey"
"3703","GPR31","grey"
"3704","NMS","grey"
"3706","OR1J2","grey"
"3707","PLK3","grey"
"3712","VSX1","grey"
"3718","B3GNT6","grey"
"3731","HLA-DQA2","grey"
"3735","HYPM","grey"
"3736","MFF","grey"
"3737","SPACA7","grey"
"3738","SNORD18B","grey"
"3744","OR2L2","grey"
"3751","ABCG8","grey"
"3754","CDKL5","grey"
"3756","TACR1","grey"
"3765","WDR17","grey"
"3768","RPP38","grey"
"3785","AVPR1B","grey"
"3786","SSX5","grey"
"3787","LOC148709","grey"
"3793","G2E3","grey"
"3797","SASS6","grey"
"3798","NT5DC1","grey"
"3804","RAET1E","grey"
"3806","SYTL5","grey"
"3811","HOXA1","grey"
"3812","A4GNT","grey"
"3819","EDN2","grey"
"3830","ACTR3B","grey"
"3831","PTPN20","grey"
"3850","NPHS1","grey"
"3863","CELF3","grey"
"3866","BLOC1S3","grey"
"3868","SPINK4","grey"
"3874","KBTBD13","grey"
"3883","RP1","grey"
"3888","ZNF568","grey"
"3893","SLC5A1","grey"
"3897","BACH1","grey"
"3905","PCP4L1","grey"
"3908","FOLH1","grey"
"3909","MAP4K4","grey"
"3923","PRM2","grey"
"3927","ZIC3","grey"
"3934","TRIM49D1","grey"
"3935","MYL7","grey"
"3943","KCNA6","grey"
"3947","CDRT15","grey"
"3951","OR52N2","grey"
"3963","PAX1","grey"
"3971","TTC9B","grey"
"3977","PHKG1","grey"
"3979","CSTF1","grey"
"3981","FNDC8","grey"
"3987","IFNB1","grey"
"3996","OR13F1","grey"
"4009","PRDM15","grey"
"4049","RBBP8NL","grey"
"4062","PDZRN4","grey"
"4071","OR6Y1","grey"
"4079","SLC26A9","grey"
"4081","NUTM2F","grey"
"4089","LOC388882","grey"
"4091","RPP25L","grey"
"4097","SLC25A32","grey"
"4100","FAM221B","grey"
"4102","RASSF1","grey"
"4106","PEX6","grey"
"4107","MEN1","grey"
"4110","COMMD2","grey"
"4115","OR5V1","grey"
"4116","CDRT15P2","grey"
"4118","C16orf71","grey"
"4120","LHX1","grey"
"4123","CCL7","grey"
"4139","ZPBP","grey"
"4145","SLC10A2","grey"
"4148","DCDC2B","grey"
"4151","MRPS31P5","grey"
"4152","SNX32","grey"
"4174","AMN","grey"
"4181","SERPINA9","grey"
"4189","CREG2","grey"
"4198","WASF2","grey"
"4203","NR1I3","grey"
"4210","C3orf20","grey"
"4213","SSTR4","grey"
"4220","EFNA3","grey"
"4225","AK7","grey"
"4228","NHLRC4","grey"
"4232","LRIT1","grey"
"4243","TCP10","grey"
"4253","LEKR1","grey"
"4257","SNX18","grey"
"4259","IFNA6","grey"
"4260","RHOH","grey"
"4284","USF2","grey"
"4290","PRKAR2B","grey"
"4291","IZUMO2","grey"
"4292","GPR22","grey"
"4293","KRTAP4-8","grey"
"4296","OR6K2","grey"
"4297","ANP32E","grey"
"4301","KCNJ3","grey"
"4322","MCHR1","grey"
"4347","WNT7B","grey"
"4348","EN2","grey"
"4349","GDF1","grey"
"4364","NOTCH2NL","grey"
"4366","COL6A4P2","grey"
"4367","ZNF397","grey"
"4370","FETUB","grey"
"4374","ADAM5","grey"
"4386","EFNA5","grey"
"4388","KIR2DL5B","grey"
"4406","RAB3C","grey"
"4408","WDR45B","grey"
"4411","FOXR1","grey"
"4424","MLN","grey"
"4427","ETV1","grey"
"4433","VANGL1","grey"
"4438","SLC25A33","grey"
"4439","ATPIF1","grey"
"4452","CUL4A","grey"
"4458","OR6Q1","grey"
"4459","OR1J4","grey"
"4460","PRODH2","grey"
"4461","DIO1","grey"
"4475","GRIP2","grey"
"4476","NME9","grey"
"4488","OR2V2","grey"
"4498","DDX39B","grey"
"4500","OR1I1","grey"
"4502","MT2A","grey"
"4508","RPE65","grey"
"4513","NR6A1","grey"
"4524","FREM3","grey"
"4541","OR10A2","grey"
"4542","PAX5","grey"
"4558","DHPS","grey"
"4574","IFI6","grey"
"4594","HRNR","grey"
"4602","EIF4E1B","grey"
"4611","LOC646471","grey"
"4613","C14orf178","grey"
"4614","PROC","grey"
"4623","CCDC38","grey"
"4636","OR5K3","grey"
"4645","MMP21","grey"
"4648","SPO11","grey"
"4661","OTX2","grey"
"4662","PEBP1","grey"
"4663","PTER","grey"
"4666","PABPC1L2B","grey"
"4673","SLC12A1","grey"
"4683","C20orf144","grey"
"4689","KRTAP10-6","grey"
"4690","MAGEB2","grey"
"4694","BPTF","grey"
"4701","SMIM23","grey"
"4706","DGKB","grey"
"4714","OR10J3","grey"
"4719","GRM5","grey"
"4732","LOC388813","grey"
"4733","IFNA1","grey"
"4737","PJA2","grey"
"4745","GPR39","grey"
"4747","OR4X2","grey"
"4786","FRG2B","grey"
"4789","BTG4","grey"
"4798","ACVR1C","grey"
"4801","MAEA","grey"
"4815","DNAJB13","grey"
"4817","MPC1L","grey"
"4830","SNORA66","grey"
"4833","RAX","grey"
"4856","TTTY4B","grey"
"4875","OR4F21","grey"
"4880","PPP1R1B","grey"
"4889","ANO5","grey"
"4890","SCN5A","grey"
"4895","OR4F4","grey"
"4897","BFSP2","grey"
"4910","DUOX1","grey"
"4911","CC2D1B","grey"
"4912","OR8S1","grey"
"4922","OR10AD1","grey"
"4929","ANKRD11","grey"
"4930","SMG7","grey"
"4933","ZFP41","grey"
"4937","GTSF1L","grey"
"4938","TAF11","grey"
"4941","SSTR5","grey"
"4942","ZNF709","grey"
"4951","SSX1","grey"
"4957","OR5A2","grey"
"4959","CBY3","grey"
"4965","OR4F29","grey"
"4973","KCNQ5","grey"
"4975","TOPAZ1","grey"
"4991","SSX3","grey"
"4992","SLC17A3","grey"
"4994","NEUROG2","grey"
"4997","EPS8L2","grey"
"5010","MT1A","grey"
"5011","TGM7","grey"
"5014","ADH6","grey"
"5015","OTX1","grey"
"5018","FAM21A","grey"
"5020","ZNF566","grey"
"5030","CTBP2","grey"
"5032","CFAP126","grey"
"5039","HHATL","grey"
"5040","CSPG4P1Y","grey"
"5048","GSTCD","grey"
"5075","CITED1","grey"
"5078","HAVCR1","grey"
"5082","ZNF98","grey"
"5083","ANKS6","grey"
"5085","GGN","grey"
"5099","OR4C16","grey"
"5102","LIX1","grey"
"5120","SPANXN3","grey"
"5152","NKX2-2","grey"
"5161","DLX2","grey"
"5168","OR5L1","grey"
"5170","MGAT5B","grey"
"5176","PGK2","grey"
"5179","CABS1","grey"
"5184","CFC1B","grey"
"5192","TBX21","grey"
"5193","H2AFB3","grey"
"5202","ITGB3BP","grey"
"5204","HIST1H1A","grey"
"5207","SOWAHD","grey"
"5208","UGT2A3","grey"
"5213","PIK3R3","grey"
"5220","AXIN1","grey"
"5222","SULT2A1","grey"
"5223","LRTM2","grey"
"5229","FAM92B","grey"
"5243","NSMCE2","grey"
"5244","ART3","grey"
"5260","TAS2R41","grey"
"5285","OR2W1","grey"
"5288","PRKG1","grey"
"5305","TRDN","grey"
"5307","OR5B3","grey"
"5309","CCDC141","grey"
"5317","TBC1D3C","grey"
"5321","TSPY2","grey"
"5329","SLC47A2","grey"
"5330","SMLR1","grey"
"5333","C14orf180","grey"
"5335","KRTAP9-3","grey"
"5339","ADRB3","grey"
"5344","OR7G2","grey"
"5350","TAAR6","grey"
"5352","ZNF804B","grey"
"5355","GPD1L","grey"
"5359","ADD2","grey"
"5362","HIST1H2AA","grey"
"5365","ZNF141","grey"
"5373","HRH3","grey"
"5378","TMEM89","grey"
"5379","NDOR1","grey"
"5386","NANOS2","grey"
"5387","KRTAP8-1","grey"
"5390","LINC01235","grey"
"5396","GPR50","grey"
"5397","TAS2R19","grey"
"5414","MOGAT3","grey"
"5416","BCL2L15","grey"
"5418","HIST1H2AK","grey"
"5423","EBF2","grey"
"5427","EXD1","grey"
"5428","OR52J3","grey"
"5434","TRH","grey"
"5446","MRPL28","grey"
