"","probes","moduleColor"
"10585","DUSP21","turquoise"
"10588","KITLG","turquoise"
"10594","EPC1","turquoise"
"10603","MIDN","turquoise"
"10604","TOMM70","turquoise"
"10606","KRTAP4-3","turquoise"
"10608","HCG27","turquoise"
"10616","CD6","turquoise"
"10617","UBE2O","turquoise"
"10618","SCNM1","turquoise"
"10625","WSB2","turquoise"
"10629","POLR1C","turquoise"
"10630","PDS5B","turquoise"
"10631","SGO2","turquoise"
"10636","PLA2G3","turquoise"
"10638","CGN","turquoise"
"10640","NLRP4","turquoise"
"10644","PTAFR","turquoise"
"10648","CYTIP","turquoise"
"10649","TNRC6C","turquoise"
"10655","TMPRSS11D","turquoise"
"10667","ITGA4","turquoise"
"10675","TSG101","turquoise"
"10676","ANKRD23","turquoise"
"10679","ZNF670","turquoise"
"10681","PUS7L","turquoise"
"10682","RNF125","turquoise"
"10683","PSMB8","turquoise"
"10695","ZNF648","turquoise"
"10699","GIMAP8","turquoise"
"10702","IL3RA","turquoise"
"10703","CCL3L3","turquoise"
"10704","SLC24A1","turquoise"
"10706","SCML4","turquoise"
"10711","CDK9","turquoise"
"10717","CD33","turquoise"
"10731","SMARCE1","turquoise"
"10732","CD3EAP","turquoise"
"10735","TMPRSS7","turquoise"
"10738","ZNF695","turquoise"
"10741","GORASP2","turquoise"
"10749","PAFAH1B3","turquoise"
"10758","SRY","turquoise"
"10761","PADI6","turquoise"
"10764","ZNF714","turquoise"
"10768","PIM2","turquoise"
"10779","9-Mar","turquoise"
"10784","TAL1","turquoise"
"10785","GIMAP4","turquoise"
"10786","NOP58","turquoise"
"10788","TXNL4B","turquoise"
"10797","MRPL45","turquoise"
"10798","PSMB3","turquoise"
"10809","SLC4A10","turquoise"
"10817","CALB2","turquoise"
"10827","S100A12","turquoise"
"10829","SMC2","turquoise"
"10836","RCSD1","turquoise"
"10838","NECAP2","turquoise"
"10846","HLA-DPB1","turquoise"
"10847","CNIH3","turquoise"
"10852","H1FOO","turquoise"
"10853","PSAP","turquoise"
"10856","ENPP3","turquoise"
"10861","SDF2L1","turquoise"
"10863","RPL13AP17","turquoise"
"10866","TUBD1","turquoise"
"10868","TLR6","turquoise"
"10869","ACTL6A","turquoise"
"10870","DPYS","turquoise"
"10876","CD28","turquoise"
"10877","HIST1H3H","turquoise"
"10882","TSPAN33","turquoise"
"10884","KCNJ1","turquoise"
"10889","ADARB2","turquoise"
"10892","TMEM225","turquoise"
"10897","ITGAL","turquoise"
"10900","CUL1","turquoise"
"10901","PLRG1","turquoise"
"10905","GPX1","turquoise"
"10908","GPALPP1","turquoise"
"10912","MBD3L5","turquoise"
"10930","NCAM2","turquoise"
"10933","CD200R1","turquoise"
"10942","VRK2","turquoise"
"10946","GSPT1","turquoise"
"10947","CCDC174","turquoise"
"10948","YWHAG","turquoise"
"10952","HIST1H2BB","turquoise"
"10953","TESC","turquoise"
"10955","PRSS2","turquoise"
"10956","PTPN14","turquoise"
"10957","ZBTB1","turquoise"
"10962","ADAM7","turquoise"
"10965","TRANK1","turquoise"
"10967","USP20","turquoise"
"10969","PNMA5","turquoise"
"10977","C17orf62","turquoise"
"10982","UCN3","turquoise"
"10984","HCAR2","turquoise"
"10986","NT5C3B","turquoise"
"10991","RXRG","turquoise"
"10997","TIMD4","turquoise"
"11001","FEZF2","turquoise"
"11005","NCR1","turquoise"
"11007","SYTL1","turquoise"
"11010","ARHGAP30","turquoise"
"11014","STX17","turquoise"
"11017","SLITRK1","turquoise"
"11019","TM6SF1","turquoise"
"11021","FAM120AOS","turquoise"
"11022","S100A9","turquoise"
"11023","SLC25A26","turquoise"
"11025","PACSIN1","turquoise"
"11033","FSD2","turquoise"
"11034","ATL3","turquoise"
"11038","AMY2A","turquoise"
"11044","ADAMTS10","turquoise"
"11056","FASTKD1","turquoise"
"11059","RARS","turquoise"
"11061","SKAP1","turquoise"
"11062","NUDT15","turquoise"
"11069","NDFIP1","turquoise"
"11078","TLE1","turquoise"
"11079","TEK","turquoise"
"11080","NUDCD2","turquoise"
"11081","HIVEP3","turquoise"
"11088","ANKS3","turquoise"
"11091","ZNF17","turquoise"
"11096","CES3","turquoise"
"11097","BCAS2","turquoise"
"11102","MCTS1","turquoise"
"11103","RUNX3","turquoise"
"11108","REC8","turquoise"
"11113","MGST3","turquoise"
"11117","RLBP1","turquoise"
"11119","SH2B3","turquoise"
"11124","SMARCAL1","turquoise"
"11129","PDDC1","turquoise"
"11134","P2RY11","turquoise"
"11138","SLC25A40","turquoise"
"11141","ITCH","turquoise"
"11146","CEACAM19","turquoise"
"11147","ARF5","turquoise"
"11149","MPEG1","turquoise"
"11160","COX6A2","turquoise"
"11163","SLFN11","turquoise"
"11167","CXCL5","turquoise"
"11168","LEAP2","turquoise"
"11175","KLRC1","turquoise"
"11180","ALPI","turquoise"
"11184","BPIFA3","turquoise"
"11190","ARL8B","turquoise"
"11191","SCRT1","turquoise"
"11196","RPL23AP32","turquoise"
"11198","IFNAR1","turquoise"
"11199","FAM160B1","turquoise"
"11206","RAB2B","turquoise"
"11215","RANBP17","turquoise"
"11217","CD5","turquoise"
"11225","WNK1","turquoise"
"11234","C12orf76","turquoise"
"11236","HNRNPA0","turquoise"
"11237","PLXDC2","turquoise"
"11241","DEFA4","turquoise"
"11242","SLBP","turquoise"
"11249","DCAF16","turquoise"
"11257","ARHGAP12","turquoise"
"11260","HIST1H2AB","turquoise"
"11263","STAT5A","turquoise"
"11265","GP1BA","turquoise"
"11269","FKRP","turquoise"
"11270","PNO1","turquoise"
"11274","MTAP","turquoise"
"11275","TRIM51","turquoise"
"11276","C6orf118","turquoise"
"11277","PRR4","turquoise"
"11279","STX10","turquoise"
"11289","PRKD2","turquoise"
"11300","OLFM4","turquoise"
"11305","FRMPD4","turquoise"
"11306","FANCL","turquoise"
"11307","KLHL40","turquoise"
"11315","CSK","turquoise"
"11318","CAPRIN1","turquoise"
"11322","DMRTB1","turquoise"
"11323","RPL31","turquoise"
"11334","RPL30","turquoise"
"11337","MMAA","turquoise"
"11341","GAS5","turquoise"
"11343","NDUFAF1","turquoise"
"11357","MYCL","turquoise"
"11359","MED19","turquoise"
"11365","FRMPD1","turquoise"
"11366","FNBP1L","turquoise"
"11371","GPRASP2","turquoise"
"11374","KSR1","turquoise"
"11381","C1orf162","turquoise"
"11382","WDR88","turquoise"
"11383","C6orf58","turquoise"
"11386","MYO1E","turquoise"
"11388","LMCD1","turquoise"
"11390","IKBKE","turquoise"
"11395","EFHC1","turquoise"
"11397","HEBP2","turquoise"
"11398","AK9","turquoise"
"11400","RPL23","turquoise"
"11410","LMAN2L","turquoise"
"11411","CAAP1","turquoise"
"11412","TMEM102","turquoise"
"11413","XPO6","turquoise"
"11430","PTCRA","turquoise"
"11434","PFDN5","turquoise"
"11437","HK1","turquoise"
"11438","SYT5","turquoise"
"11440","KANK3","turquoise"
"11447","ABI3","turquoise"
"11449","EDDM3A","turquoise"
"11455","KDM5B","turquoise"
"11457","RPLP2","turquoise"
"11458","TRABD","turquoise"
"11471","ADGRE3","turquoise"
"11472","RNF219","turquoise"
"11473","RPS27A","turquoise"
"11474","GID8","turquoise"
"11477","FFAR4","turquoise"
"11480","ATP6AP1L","turquoise"
"11483","OR4B1","turquoise"
"11492","H1FNT","turquoise"
"11494","MFSD11","turquoise"
"11500","DDX18","turquoise"
"11501","C1QL2","turquoise"
"11507","UFSP2","turquoise"
"11508","SEMA7A","turquoise"
"11517","TMEM177","turquoise"
"11519","ANKRD37","turquoise"
"11524","IL5RA","turquoise"
"11535","SH3TC1","turquoise"
"11537","SMURF1","turquoise"
"11546","RUNDC3A","turquoise"
"11550","MYO15A","turquoise"
"11553","CLTC","turquoise"
"11556","MCL1","turquoise"
"11559","HIST1H2AE","turquoise"
"11560","TXNL1","turquoise"
"11567","COQ9","turquoise"
"11575","EPHA8","turquoise"
"11576","RBL2","turquoise"
"11577","LY75","turquoise"
"11580","AQP12A","turquoise"
"11594","WDR49","turquoise"
"11595","GIMAP1","turquoise"
"11596","OOSP2","turquoise"
"11597","ZNF250","turquoise"
"11599","PPP1R27","turquoise"
"11609","LARS","turquoise"
"11611","PLSCR4","turquoise"
"11613","NCF4","turquoise"
"11622","COA7","turquoise"
"11624","GDF6","turquoise"
"11630","CKM","turquoise"
"11632","USP40","turquoise"
"11633","OR1D2","turquoise"
"11643","UFM1","turquoise"
"11653","PLCZ1","turquoise"
"11659","ZNF230","turquoise"
"11668","PPP1R16A","turquoise"
"11675","PARP2","turquoise"
"11677","ETFDH","turquoise"
"11682","TOR1AIP2","turquoise"
"11684","GLRX3","turquoise"
"11687","BCCIP","turquoise"
"11690","TMPPE","turquoise"
"11693","PIBF1","turquoise"
"11696","SIRPA","turquoise"
"11697","STC1","turquoise"
"11705","GGCX","turquoise"
"11707","TRAFD1","turquoise"
"11712","SLC9A9","turquoise"
"11716","OR2W5","turquoise"
"11718","GUK1","turquoise"
"11719","GRIN3A","turquoise"
"11722","TNFSF13B","turquoise"
"11726","PRKRA","turquoise"
"11727","CNPY4","turquoise"
"11730","P2RX1","turquoise"
"11750","NLRP12","turquoise"
"11751","EARS2","turquoise"
"11752","CNTRL","turquoise"
"11753","TSGA13","turquoise"
"11763","ANKRD40","turquoise"
"11768","GNA13","turquoise"
"11775","NADK","turquoise"
"11778","ZNF689","turquoise"
"11782","TNFRSF13B","turquoise"
"11783","INTS8","turquoise"
"11784","OR10V1","turquoise"
"11788","XK","turquoise"
"11791","IFIT1B","turquoise"
"11796","TAP2","turquoise"
"11801","AMPD1","turquoise"
"11802","P2RX7","turquoise"
"11803","DENND4A","turquoise"
"11805","MAN2B1","turquoise"
"11808","GTF2H2C_2","turquoise"
"11812","NOSIP","turquoise"
"11814","TAF7","turquoise"
"11816","ATP11AUN","turquoise"
"11842","SORL1","turquoise"
"11843","HARBI1","turquoise"
"11847","SERPINA5","turquoise"
"11849","ARPC1A","turquoise"
"11852","PSMA5","turquoise"
"11853","PTMA","turquoise"
"11855","NDUFA5","turquoise"
"11861","WAS","turquoise"
"11865","IFI44","turquoise"
"11870","SLAMF6","turquoise"
"11881","GDAP1L1","turquoise"
"11884","BSN","turquoise"
"11885","CD70","turquoise"
"11897","SRGN","turquoise"
"11898","LTN1","turquoise"
"11901","CD8A","turquoise"
"11910","MOS","turquoise"
"11911","ACVR1","turquoise"
"11914","EOMES","turquoise"
"11916","CYP17A1","turquoise"
"11927","MORF4L1","turquoise"
"11929","SAMD14","turquoise"
"11937","NDUFA9","turquoise"
"11942","OCRL","turquoise"
"11943","RAB8A","turquoise"
"11947","FGF19","turquoise"
"11948","GIT2","turquoise"
"11953","HFE2","turquoise"
"11956","PCCB","turquoise"
"11960","GNB1L","turquoise"
"11962","ACAD11","turquoise"
"11963","PAX7","turquoise"
"11967","VPS54","turquoise"
"11968","B3GAT1","turquoise"
"11978","HS3ST3B1","turquoise"
"11981","SLCO2B1","turquoise"
"11983","COMMD1","turquoise"
"11984","PIR","turquoise"
"11989","PIFO","turquoise"
"11994","ARID4B","turquoise"
"11996","VAMP4","turquoise"
"11997","NCR2","turquoise"
"11998","DAB2IP","turquoise"
"12006","EFHD2","turquoise"
"12007","ZC3HC1","turquoise"
"12017","PHF13","turquoise"
"12023","CYP2F1","turquoise"
"12026","VPS35","turquoise"
"12028","HLA-DMB","turquoise"
"12030","GPR25","turquoise"
"12031","NUP155","turquoise"
"12032","TNFSF8","turquoise"
"12046","GORAB","turquoise"
"12050","TIPIN","turquoise"
"12051","FGFBP2","turquoise"
"12057","OR9G4","turquoise"
"12064","TRIM48","turquoise"
"12072","TMTC4","turquoise"
"12077","ECHDC1","turquoise"
"12080","GCSAML","turquoise"
"12084","DDX49","turquoise"
"12088","ASPRV1","turquoise"
"12100","UBB","turquoise"
"12113","NOD2","turquoise"
"12117","FAM175B","turquoise"
"12118","FAM111B","turquoise"
"12119","ANO9","turquoise"
"12125","NUP43","turquoise"
"12128","DCLK3","turquoise"
"12130","HHEX","turquoise"
"12131","MCEMP1","turquoise"
"12138","RFX7","turquoise"
"12140","CANX","turquoise"
"12143","HLA-F","turquoise"
"12146","DCAF4L1","turquoise"
"12149","ADGRF3","turquoise"
"12154","PIGV","turquoise"
"12155","ADAP2","turquoise"
"12156","MFSD14A","turquoise"
"12166","RNF148","turquoise"
"12168","STAT6","turquoise"
"12169","DZIP3","turquoise"
"12171","ZNF10","turquoise"
"12188","BID","turquoise"
"12193","LRRC8D","turquoise"
"12194","SPHKAP","turquoise"
"12197","SETX","turquoise"
"12200","EVI2B","turquoise"
"12201","VSTM1","turquoise"
"12203","LY6G5C","turquoise"
"12204","CTLA4","turquoise"
"12207","SPINK2","turquoise"
"12208","HARS","turquoise"
"12211","IER3IP1","turquoise"
"12213","NFKBID","turquoise"
"12214","TNMD","turquoise"
"12216","FAM177A1","turquoise"
"12218","DIDO1","turquoise"
"12219","SLC22A16","turquoise"
"12222","RUBCN","turquoise"
"12225","DENND1B","turquoise"
"12228","C17orf49","turquoise"
"12232","PTDSS2","turquoise"
"12234","APPL1","turquoise"
"12236","CAPN15","turquoise"
"12237","CCNJL","turquoise"
"12239","RIPK3","turquoise"
"12241","MTF1","turquoise"
"12243","ANPEP","turquoise"
"12249","KRTAP19-3","turquoise"
"12254","SEC63","turquoise"
"12257","LOC339059","turquoise"
"12258","XCR1","turquoise"
"12263","F11","turquoise"
"12264","MBOAT1","turquoise"
"12270","GPD1","turquoise"
"12271","JARID2","turquoise"
"12272","CDC37L1","turquoise"
"12274","CCDC171","turquoise"
"12286","FGD1","turquoise"
"12287","C8orf58","turquoise"
"12290","LYAR","turquoise"
"12296","GUCD1","turquoise"
"12299","TECPR2","turquoise"
"12304","PTK6","turquoise"
"12307","FITM1","turquoise"
"12309","MFNG","turquoise"
"12321","MAFB","turquoise"
"12330","TNFRSF1B","turquoise"
"12333","GLRA1","turquoise"
"12339","ISOC1","turquoise"
"12344","AP3D1","turquoise"
"12346","IFNGR2","turquoise"
"12347","SERPINA1","turquoise"
"12353","SACM1L","turquoise"
"12359","OXER1","turquoise"
"12361","APPL2","turquoise"
"12363","TRMT6","turquoise"
"12364","ANKHD1","turquoise"
"12367","IFNAR2","turquoise"
"12376","HLA-E","turquoise"
"12389","OR51Q1","turquoise"
"12391","AMIGO1","turquoise"
"12393","SHKBP1","turquoise"
"12396","RNASEH2C","turquoise"
"12401","IRF2","turquoise"
"12404","NPAS2","turquoise"
"12412","HDGF","turquoise"
"12414","COMMD8","turquoise"
"12423","TGIF2LY","turquoise"
"12424","SFT2D3","turquoise"
"12427","DTHD1","turquoise"
"12432","MYSM1","turquoise"
"12433","DCAF11","turquoise"
"12439","SIPA1L3","turquoise"
"12441","USB1","turquoise"
"12442","HMX3","turquoise"
"12449","ZBP1","turquoise"
"12450","PM20D2","turquoise"
"12453","SH3GLB1","turquoise"
"12461","FHIT","turquoise"
"12467","SNF8","turquoise"
"12471","ZNF558","turquoise"
"12476","SUPT4H1","turquoise"
"12480","OR51M1","turquoise"
"12481","PIK3CD","turquoise"
"12482","ANKRD54","turquoise"
"12492","AP1S2","turquoise"
"12496","LRRC25","turquoise"
"12499","SLC25A36","turquoise"
"12500","BCL2L11","turquoise"
"12501","ZFP28","turquoise"
"12516","HSPD1","turquoise"
"12517","LYSMD3","turquoise"
"12519","BPI","turquoise"
"12521","ACAP2","turquoise"
"12527","ZDHHC19","turquoise"
"12532","PCDHB13","turquoise"
"12536","UNC50","turquoise"
"12538","DIRC1","turquoise"
"12541","DENND1C","turquoise"
"12542","DDI1","turquoise"
"12543","PF4","turquoise"
"12549","ABCC8","turquoise"
"12552","CAMK4","turquoise"
"12553","AXDND1","turquoise"
"12555","OR13A1","turquoise"
"12556","RRP12","turquoise"
"12557","MBTPS1","turquoise"
"12560","PPBP","turquoise"
"12561","BEND2","turquoise"
"12562","EDAR","turquoise"
"12566","ABCB4","turquoise"
"12570","PAK1","turquoise"
"12576","LHFP","turquoise"
"12580","ARAP2","turquoise"
"12581","THAP10","turquoise"
"12595","SENP8","turquoise"
"12598","AFTPH","turquoise"
"12600","SAMD10","turquoise"
"12601","DNAJC25-GNG10","turquoise"
"12608","GOLT1B","turquoise"
"12612","DUSP12","turquoise"
"12613","POLB","turquoise"
"12614","LGI2","turquoise"
"12618","SLC12A6","turquoise"
"12621","TNFRSF17","turquoise"
"12623","DEDD2","turquoise"
"12625","FOXP3","turquoise"
"12626","SCOC","turquoise"
"12631","SCGB1C1","turquoise"
"12634","EBNA1BP2","turquoise"
"12637","PBDC1","turquoise"
"12640","PTBP3","turquoise"
"12648","P2RY8","turquoise"
"12649","RTN1","turquoise"
"12653","SNRPD1","turquoise"
"12654","ARPC5","turquoise"
"12661","TCN1","turquoise"
"12662","VGLL4","turquoise"
"12667","IL13RA1","turquoise"
"12668","MAPK15","turquoise"
"12670","KCNG4","turquoise"
"12671","CACNA2D1","turquoise"
"12672","BHLHE40","turquoise"
"12673","CASKIN2","turquoise"
"12674","OR10S1","turquoise"
"12677","CETN1","turquoise"
"12681","NUS1","turquoise"
"12685","FIP1L1","turquoise"
"12687","SCGB2B2","turquoise"
"12691","PSMC2","turquoise"
"12696","KLHL6","turquoise"
"12703","CAPZA2","turquoise"
"12707","TSN","turquoise"
"12710","C1QTNF3","turquoise"
"12713","CEP126","turquoise"
"12715","RASGRP1","turquoise"
"12720","GLIPR1L1","turquoise"
"12722","ASGR1","turquoise"
"12725","CDC42SE1","turquoise"
"12726","MTOR","turquoise"
"12730","TXNDC5","turquoise"
"12733","EVA1B","turquoise"
"12738","CCL19","turquoise"
"12751","BCL2A1","turquoise"
"12752","GLIPR1","turquoise"
"12753","ARFGAP2","turquoise"
"12754","MCCC2","turquoise"
"12759","CNBP","turquoise"
"12762","SOX11","turquoise"
"12765","GIMAP5","turquoise"
"12771","MBLAC2","turquoise"
"12772","PIH1D2","turquoise"
"12776","PRKDC","turquoise"
"12777","C9orf139","turquoise"
"12783","ATG3","turquoise"
"12786","TBCK","turquoise"
"12789","CTSO","turquoise"
"12794","RAB5C","turquoise"
"12796","GPAA1","turquoise"
"12800","NT5C3A","turquoise"
"12801","PIGG","turquoise"
"12802","DNAAF2","turquoise"
"12805","LRRC26","turquoise"
"12806","LAX1","turquoise"
"12809","MLIP","turquoise"
"12818","SIRPD","turquoise"
"12821","ULBP3","turquoise"
"12825","SFPQ","turquoise"
"12830","PTPN18","turquoise"
"12834","ABHD10","turquoise"
"12841","BTG2","turquoise"
"12847","BST1","turquoise"
"12857","TM4SF1","turquoise"
"12859","POLRMT","turquoise"
"12860","TMEM39A","turquoise"
"12862","TMPRSS9","turquoise"
"12868","PIK3CG","turquoise"
"12869","OR52N1","turquoise"
"12874","CFAP100","turquoise"
"12876","BIK","turquoise"
"12894","AKNA","turquoise"
"12898","WDR12","turquoise"
"12899","OR52H1","turquoise"
"12907","SLAMF1","turquoise"
"12911","BNIP2","turquoise"
"12913","ARHGAP4","turquoise"
"12915","CHST5","turquoise"
"12918","YY1","turquoise"
"12922","COQ5","turquoise"
"12923","PAK5","turquoise"
"12927","HAUS4","turquoise"
"12938","ZKSCAN2","turquoise"
"12940","MRPL19","turquoise"
"12943","PADI2","turquoise"
"12946","B3GNT4","turquoise"
"12955","GBP4","turquoise"
"12959","KIAA1324","turquoise"
"12960","OR12D2","turquoise"
"12971","CLEC4E","turquoise"
"12974","RCBTB2","turquoise"
"12975","VRK3","turquoise"
"12978","GMPS","turquoise"
"12979","ZNF708","turquoise"
"12981","RTFDC1","turquoise"
"12983","NUP54","turquoise"
"12986","TXNDC11","turquoise"
"12987","FAM98C","turquoise"
"12998","GSAP","turquoise"
"13001","TAS2R20","turquoise"
"13007","OR2G2","turquoise"
"13010","CCDC88B","turquoise"
"13012","HLA-DPA1","turquoise"
"13013","KCNJ5","turquoise"
"13014","ARAP1","turquoise"
"13015","ADAMTS7","turquoise"
"13018","GLG1","turquoise"
"13019","TANC1","turquoise"
"13020","CHI3L1","turquoise"
"13023","SUN1","turquoise"
"13024","LAPTM5","turquoise"
"13026","ARHGEF1","turquoise"
"13027","ITPRIPL1","turquoise"
"13028","TLR2","turquoise"
"13032","SPAG6","turquoise"
"13042","ATMIN","turquoise"
"13055","FGD3","turquoise"
"13058","OTUD6B","turquoise"
"13061","GPN1","turquoise"
"13063","HAGH","turquoise"
"13065","TCP11L2","turquoise"
"13072","SLC4A1","turquoise"
"13073","NLK","turquoise"
"13083","CXorf23","turquoise"
"13102","OAZ1","turquoise"
"13118","CCL3L1","turquoise"
"13125","FUT5","turquoise"
"13126","USMG5","turquoise"
"13129","CCL5","turquoise"
"13130","CIITA","turquoise"
"13131","MRPL48","turquoise"
"13136","C16orf72","turquoise"
"13148","SMARCC2","turquoise"
"13152","LRRN3","turquoise"
"13153","MRPL9","turquoise"
"13155","GOLGA5","turquoise"
"13157","PAICS","turquoise"
"13158","MTA2","turquoise"
"13163","ZNF585B","turquoise"
"13172","MED21","turquoise"
"13174","NCOA4","turquoise"
"13178","GNA15","turquoise"
"13182","MTFR1","turquoise"
"13184","EDEM3","turquoise"
"13188","GBP2","turquoise"
"13191","FECH","turquoise"
"13192","SKINT1L","turquoise"
"13203","BPIFA1","turquoise"
"13210","MRPL57","turquoise"
"13216","SMIM24","turquoise"
"13221","TCTEX1D4","turquoise"
"13226","IQCC","turquoise"
"13234","OR5P3","turquoise"
"13241","EMB","turquoise"
"13243","SLC9A7","turquoise"
"13245","VEZT","turquoise"
"13251","NRG3","turquoise"
"13258","NOL10","turquoise"
"13276","RPL3L","turquoise"
"13277","GSR","turquoise"
"13284","PROK2","turquoise"
"13296","CMTM5","turquoise"
"13298","C10orf88","turquoise"
"13299","CSMD2","turquoise"
"13300","OR2T12","turquoise"
"13302","UBALD2","turquoise"
"13304","CYLD","turquoise"
"13307","FCMR","turquoise"
"13309","CRISP2","turquoise"
"13310","DPY19L4","turquoise"
"13314","DMP1","turquoise"
"13320","SLC2A3","turquoise"
"13323","BTG1","turquoise"
"13328","GNAI2","turquoise"
"13329","GHR","turquoise"
"13339","SPATA6","turquoise"
"13344","SP5","turquoise"
"13346","EID3","turquoise"
"13350","CCT4","turquoise"
"13351","POFUT1","turquoise"
"13355","PPCS","turquoise"
"13360","SLC10A1","turquoise"
"13361","GSDMA","turquoise"
"13365","RTP2","turquoise"
"13368","COG3","turquoise"
"13370","PSMD7","turquoise"
"13376","CRYGB","turquoise"
"13377","CLN6","turquoise"
"13378","LGALS12","turquoise"
"13380","TMEM150B","turquoise"
"13383","TBCEL","turquoise"
"13403","DSCC1","turquoise"
"13404","PDK3","turquoise"
"13410","MPL","turquoise"
"13411","LRRK2","turquoise"
"13415","GIMAP7","turquoise"
"13418","PARP15","turquoise"
"13419","CREBRF","turquoise"
"13423","DUS4L","turquoise"
"13433","ZSWIM6","turquoise"
"13437","LRRC57","turquoise"
"13441","MAK16","turquoise"
"13449","E2F2","turquoise"
"13454","ARL13B","turquoise"
"13459","PREX1","turquoise"
"13466","SPDYC","turquoise"
"13467","C9orf106","turquoise"
"13472","ITGB7","turquoise"
"13474","MED20","turquoise"
"13478","ESF1","turquoise"
"13485","OR2A2","turquoise"
"13486","SLC22A9","turquoise"
